OasisID,class_label_en,continent5,area_km2,block_250km,block_500km,block_1000km,ghsl_qc,ai_qc,terraclimate_qc,jrc_qc,utci_qc,nex_qc,nex_method,futurepop_coverage,pop_2020_ghsl,pop_density_per_km2_polygon_area,built_s_share_of_polygon_area,ai_scaled,terraclimate_def_1991_2020_mean_annual_mm,ever_water_fraction,utci_mean_annual_days_max_ge_32c,utci_mean_annual_days_min_le_minus13c,nex_ssp245_2041_2070_tasmax_delta_1995_2014_median,nex_ssp245_2041_2070_tasmin_delta_1995_2014_median,nex_ssp245_2041_2070_pr_delta_1995_2014_median,nex_ssp245_2071_2099_tasmax_delta_1995_2014_median,nex_ssp245_2071_2099_tasmin_delta_1995_2014_median,nex_ssp245_2071_2099_pr_delta_1995_2014_median,nex_ssp585_2041_2070_tasmax_delta_1995_2014_median,nex_ssp585_2041_2070_tasmin_delta_1995_2014_median,nex_ssp585_2041_2070_pr_delta_1995_2014_median,nex_ssp585_2071_2099_tasmax_delta_1995_2014_median,nex_ssp585_2071_2099_tasmin_delta_1995_2014_median,nex_ssp585_2071_2099_pr_delta_1995_2014_median,pop_ssp2_2050,pop_ssp2_2080,pop_ssp5_2050,pop_ssp5_2080,et0_qc,et0_v31_yr_raw_valid_pixel_count,et0_v31_yr_raw_area_weighted_mean_raw,et0_v31_yr_sd_raw_valid_pixel_count,et0_v31_yr_sd_raw_area_weighted_mean_raw
ASCN12138,BWk oases,Asia,4.52719,EE8857_250km_28_18,EE8857_500km_14_9,EE8857_1000km_7_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.2556344427543435,45.22901,9.99052613210402,4.837437792537976e-05,0.0278600004315,981.9848395249768,0.0003445563694362,0.0,190.4,2.0528564453125,2.045074462890625,0.0434547327458858,2.9066162109375,2.836181640625,0.0449055023491382,2.826141357421875,2.829071044921875,0.0651694387197494,5.152130126953125,5.196441650390625,0.1231320947408676,8.349163162341558,6.184357922907906,8.412337009069091,6.363517647242868,pass_center_pixel_raw_unit_caution,5,1217.999913693,5,54.399974108
ASCN12205,BWk oases,Asia,1.786525,EE8857_250km_28_18,EE8857_500km_14_9,EE8857_1000km_7_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_with_fallback,representative_point_fallback,0.0,0.0,0.0,0.0,0.030060197137,949.455482354689,0.0015915950946461,0.0,209.16666666666663,2.0528564,2.0450745,0.039367847,2.9066162,2.8361816,0.044905502,2.8261414,2.829071,0.05769354,5.15213,5.1964417,0.123132095,0.0,0.0,0.0,0.0,pass_center_pixel_raw_unit_caution,5,1190.197717369,5,52.399865983
ASCN12134,BWk oases,Asia,4.810684,EE8857_250km_28_18,EE8857_500km_14_9,EE8857_1000km_7_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.3656882040948521,125.609567,26.110542076760808,0.0008572585520063,0.027437496247,1097.2267453004497,0.0017933337285687,113.33333333333331,113.33333333333331,2.11181640625,1.997222900390625,0.0149859394878149,2.791412353515625,2.781402587890625,0.0169296246021986,2.879013061523437,2.7831268310546875,0.0479779168963432,5.109130859375,5.017501831054688,0.0795615762472152,68.89231801085282,40.3993724957425,70.05254602486698,42.26533351843186,pass_center_pixel_raw_unit_caution,8,1313.000013637,8,61.249993178
ASCN12234,BWk oases,Asia,1.278529,EE8857_250km_27_18,EE8857_500km_13_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_with_fallback,representative_point_fallback,0.0,0.0,0.0,0.0,0.0244,847.4049160001113,0.0687827334718947,0.0,210.63333333333333,1.9689636,1.9432983,0.019780017,2.963379,2.8797913,0.024393814,2.9963531,2.9308167,0.021521688,5.3713226,5.110779,0.044387504,0.0,0.0,0.0,0.0,pass_center_pixel_raw_unit_caution,1,1064.0,1,52.0
ASCN12065,BWk oases,Asia,21.6456,EE8857_250km_27_18,EE8857_500km_13_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.1934233847025078,1350.284017,62.381454752929,6.186014709686958e-05,0.0209365981483,990.4579206640864,0.0162235576031127,22.2,146.06666666666666,1.973175048828125,1.91888427734375,0.0142887840047478,2.957672119140625,2.852447509765625,0.0225079841911792,2.986801147460937,2.9583892822265625,0.020070381462574,5.383224487304688,5.1034088134765625,0.0434686802327632,124.22182236933912,74.87363672313282,125.87082743887912,78.25262658424083,pass_center_pixel_raw_unit_caution,33,1167.950429593,33,57.877714345
ASCN12133,BWk oases,Asia,4.87827,EE8857_250km_27_18,EE8857_500km_13_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.0,0.0,0.0,0.0,0.0196374910155,984.7884863414872,0.0005493394627627,28.2,128.96666666666667,1.90435791015625,1.9493408203125,0.0196668617427349,2.941131591796875,2.965728759765625,0.0195745304226875,2.992523193359375,2.946029663085937,0.014996132813394,5.33612060546875,5.1225128173828125,0.0297294426709413,0.0,0.0,0.0,0.0,pass_center_pixel_raw_unit_caution,8,1161.998104877,8,58.249916991
ASCN12006,BWk oases,Asia,2279.360516,EE8857_250km_28_18,EE8857_500km_14_9,EE8857_1000km_7_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.4268465897852465,350654.938297,153.83917367857046,0.0032922497109711,0.0303826977547,1071.383032127466,0.0228675463108016,115.93333333333334,127.13333333333334,2.081758285408468,1.954196665304829,0.017804729961964,2.8922447115023844,2.799884319814318,0.0165086236455365,2.8755192873699307,2.748578392199798,0.0342398067298191,5.133843453487694,5.032214690934125,0.0509341634619134,371883.3468678181,278691.3865242992,374832.5140907164,285810.58601942204,pass_center_pixel_raw_unit_caution,3297,1260.495494089,3297,59.217395567
ASCN12035,BWk oases,Asia,65.129493,EE8857_250km_28_17,EE8857_500km_14_8,EE8857_1000km_7_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.5276209124154685,14539.133349,223.23424733246424,0.0022707377746668,0.0281791234039,953.05429158401,0.0030747984211724,0.0,204.8,1.994824639682112,2.0332104913119613,0.0402123330739037,2.915008544921875,2.9202049518453665,0.0516510817768244,2.823810972016433,2.9142177187163254,0.0565283694143953,5.107813341864224,5.235810904667296,0.1081226141802195,5366.025503993056,3906.727741796711,5410.277643139921,4022.424464665501,pass_center_pixel_raw_unit_caution,91,1165.687929808,91,51.163341644
ASCN12166,BWk oases,Asia,2.893498,EE8857_250km_25_19,EE8857_500km_12_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.0,0.0,0.0,0.0,0.0619500263625,928.527884407606,0.0,0.0,178.1,2.03729248046875,1.983978271484375,0.0439170002937316,2.97723388671875,2.71148681640625,0.0592049248516559,2.9314117431640625,2.78570556640625,0.0598889179527759,5.5517120361328125,4.919204711914063,0.1088986918330192,0.0,0.0,0.0,0.0,pass_center_pixel_raw_unit_caution,4,1144.749560626,4,60.249970707
ASCN12254,BWk oases,Asia,1.071155,EE8857_250km_25_19,EE8857_500km_12_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_with_fallback,representative_point_fallback,0.0129175349733031,0.0,0.0,0.0,0.07726674092,830.8071525937643,0.0329912483681727,0.0,226.8,2.0143433,1.9516907,0.08039358,2.9499207,2.6531677,0.10700167,2.920166,2.7476654,0.08887737,5.507614,4.8578796,0.18786827,0.6073173723326022,0.4958694872433966,0.6100878287234082,0.5057837647364067,pass_center_pixel_raw_unit_caution,3,1086.332786225,3,57.666627589
ASCN12108,BWk oases,Asia,8.167777,EE8857_250km_25_19,EE8857_500km_12_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.0869548809945586,272.616597,33.37708620105569,0.0002224595504994,0.0972644276909,666.926439410484,0.0361141932471893,0.0,225.1,2.01434326171875,1.951690673828125,0.0771102607250213,2.949920654296875,2.653167724609375,0.107001669704914,2.920166015625,2.747665405273437,0.088877372443676,5.507614135742188,4.857879638671875,0.1878682672977447,22.802092639466025,18.086777324986457,22.92737778468961,18.493939627163485,pass_center_pixel_raw_unit_caution,11,1010.178315708,11,52.727166826
ASCN12140,BWk oases,Asia,4.434296,EE8857_250km_25_19,EE8857_500km_12_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_with_fallback,representative_point_fallback,0.2728220105443373,657.25429,148.22066231031937,0.0009884319855959,0.0857889927308,828.4791151638422,0.0646379313744344,0.0,199.7,2.0143433,1.9516907,0.08039358,2.9499207,2.6531677,0.10700167,2.920166,2.7476654,0.08887737,5.507614,4.8578796,0.18786827,41.26140183476953,24.72282437050808,42.00338326955691,25.627297651042227,pass_center_pixel_raw_unit_caution,9,1087.221635479,9,57.333289763
ASCN12184,BWk oases,Asia,2.199727,EE8857_250km_25_19,EE8857_500km_12_9,EE8857_1000km_6_4,pass_center_pixel,pass_center_pixel_raw_scaled,pass_30yr,pass,pass_complete_30yr,pass_complete_polygon,polygon_reducer,0.0,0.0,0.0,0.0,0.0777800278753,916.4310013843584,0.0,0.0,199.7,2.0616455078125,1.944244384765625,0.0577681809663772,2.96246337890625,2.66400146484375,0.0816359370946884,2.91845703125,2.73394775390625,0.0699705332517623,5.533355712890625,4.847015380859375,0.1470019370317459,0.0,0.0,0.0,0.0,pass_center_pixel_raw_unit_caution,5,1155.999574785,5,61.799971653
