OasisID,continent,exact_background_class,background_class,extraction_method,nex_ssp245_2041_2070_tasmax_delta_1995_2014_median,nex_ssp245_2041_2070_tasmin_delta_1995_2014_median,nex_ssp245_2041_2070_pr_delta_1995_2014_median,nex_ssp245_2071_2099_tasmax_delta_1995_2014_median,nex_ssp245_2071_2099_tasmin_delta_1995_2014_median,nex_ssp245_2071_2099_pr_delta_1995_2014_median,nex_ssp585_2041_2070_tasmax_delta_1995_2014_median,nex_ssp585_2041_2070_tasmin_delta_1995_2014_median,nex_ssp585_2041_2070_pr_delta_1995_2014_median,nex_ssp585_2071_2099_tasmax_delta_1995_2014_median,nex_ssp585_2071_2099_tasmin_delta_1995_2014_median,nex_ssp585_2071_2099_pr_delta_1995_2014_median
ASCN12210,Asia,BWk_background,BWk oases,polygon_reducer,2.01055908203125,2.15771484375,0.0708102956414222,2.921173095703125,2.8182373046875,0.1045084968209266,2.861373901367188,3.01385498046875,0.0887060835957527,5.3216552734375,5.517776489257812,0.1902985274791717
ASCN12163,Asia,BWk_background,BWk oases,polygon_reducer,1.8797607421875,2.0740966796875,0.0642598420381546,2.912200927734375,2.885833740234375,0.0842964723706245,2.883621215820312,2.913375854492188,0.0860630571842193,5.313201904296875,5.27935791015625,0.1770364940166473
ASCN12032,Asia,BWk_background,BWk oases,polygon_reducer,2.029596502130683,1.988962809244792,0.041190529750152,2.845341537937974,2.685849276455966,0.0335513187403028,2.901168360854641,2.765407677852747,0.0305822292963663,5.252825650301848,5.148468479965673,0.0572964903531652
ASCN12038,Asia,BWk_background,BWk oases,polygon_reducer,2.03515625,1.9150390625,0.0442144274711608,2.819366455078125,2.729278564453125,0.0483905225992202,2.931167602539062,2.832977294921875,0.0362371914088726,5.265243530273438,5.257492065429688,0.0678181871771812
ASCN12112,Asia,BWk_background,BWk oases,polygon_reducer,2.12646484375,2.126373291015625,0.0572632625699043,2.879791259765625,2.8218994140625,0.0964697077870369,2.88775634765625,3.0699462890625,0.0766657143831253,5.256546020507812,5.412368774414063,0.1687894612550735
ASCN12148,Asia,BWk_background,BWk oases,polygon_reducer,2.166168212890625,2.05059814453125,0.0528509952127933,2.864227294921875,2.892669677734375,0.0818094238638877,3.004852294921875,2.940505981445312,0.0727767199277877,5.176727294921875,5.165756225585938,0.1363269090652465
ASCN12171,Asia,BWk_background,BWk oases,polygon_reducer,2.166168212890625,2.05059814453125,0.0528509952127933,2.864227294921875,2.892669677734375,0.0818094238638877,3.004852294921875,2.940505981445312,0.0727767199277877,5.176727294921875,5.165756225585938,0.1363269090652465
ASCN12052,Asia,BWk_background,BWk oases,polygon_reducer,2.139678955078125,2.0572509765625,0.043468564748764,2.862579345703125,2.913909912109375,0.0518141277134418,2.9024658203125,2.876968383789062,0.0471188761293888,5.273086547851562,5.04351806640625,0.1036299094557762
ASCN12162,Asia,BWk_background,BWk oases,polygon_reducer,2.131256103515625,2.06866455078125,0.0525086820125579,2.87042236328125,2.91534423828125,0.062807597219944,2.897918701171875,2.971221923828125,0.0462119504809379,5.311050415039063,5.281387329101562,0.1109892055392265
ASCN12255,Asia,BWk_background,BWk oases,representative_point_fallback,2.1317139,2.0698853,0.052582722,2.8630066,2.9160461,0.066389404,2.898407,2.9758148,0.048098125,5.3170013,5.25531,0.11416241
ASCN12085,Asia,BWk_background,BWk oases,polygon_reducer,2.05377197265625,1.93646240234375,0.067542478442192,2.963958740234375,2.666717529296875,0.0968208014965057,2.911529541015625,2.713165283203125,0.0805632025003433,5.473587036132812,4.854568481445312,0.1570292562246322
ASCN12067,Asia,BWk_background,BWk oases,polygon_reducer,2.026519775390625,1.923858642578125,0.0775065794587135,2.932098388671875,2.676544189453125,0.099381186068058,2.879959106445312,2.6900634765625,0.0881306827068328,5.492996215820312,4.8624267578125,0.1624868661165237
ASCN12179,Asia,BWk_background,BWk oases,representative_point_fallback,2.002777,1.9346313,0.06857117,2.9353027,2.6856384,0.09446882,2.885437,2.706894,0.08642549,5.4579163,4.8426056,0.14411375
ASCN12118,Asia,BWk_background,BWk oases,polygon_reducer,2.007710774739583,1.916534423828125,0.0801804214715957,2.917470296223958,2.661905924479166,0.1107189406951268,2.881917317708333,2.687494913736979,0.113569863140583,5.539769490559896,4.870737711588542,0.2063913444677988
ASCN12075,Asia,BWk_background,BWk oases,polygon_reducer,1.983154296875,1.912872314453125,0.0826028734445571,2.910308837890625,2.65838623046875,0.121102288365364,2.87506103515625,2.686538696289062,0.1227696016430854,5.563156127929688,4.86944580078125,0.2322691082954406
ASCN12130,Asia,BWk_background,BWk oases,polygon_reducer,2.001571655273437,1.915618896484375,0.0807860344648361,2.915679931640625,2.661026000976562,0.1133147776126861,2.880203247070312,2.687255859375,0.1158697977662086,5.545616149902344,4.870414733886719,0.2128607854247093
ASCN12110,Asia,BWk_background,BWk oases,polygon_reducer,2.026519775390625,1.923858642578125,0.0775065794587135,2.932098388671875,2.676544189453125,0.099381186068058,2.879959106445312,2.6900634765625,0.0881306827068328,5.492996215820312,4.8624267578125,0.1624868661165237
ASCN12031,Asia,BWk_background,BWk oases,polygon_reducer,2.012402508709882,1.93026403478674,0.0720744658563588,2.934003675306166,2.681951574377112,0.0964603180418143,2.8832162393106,2.700070767789274,0.0834021668981861,5.47213786357158,4.850641199060389,0.1515143767401979
ASCN12047,Asia,non_BWh_BWk_background,non-BW oases,polygon_reducer,1.968615080180921,1.930815044202303,0.0933558968336958,2.914937872635691,2.650401868318256,0.1346259430835121,2.858446623149671,2.673433002672698,0.1292498574445122,5.618392944335938,4.908175016704359,0.2526977689642655
ASCN12174,Asia,BWk_background,BWk oases,polygon_reducer,1.94525146484375,1.925018310546875,0.0662896707653999,2.91912841796875,2.70623779296875,0.092967502772808,2.865478515625,2.710922241210937,0.0776889696717262,5.48748779296875,4.8599853515625,0.139017254114151
ASCN12192,Asia,BWk_background,BWk oases,polygon_reducer,1.94525146484375,1.925018310546875,0.0662896707653999,2.91912841796875,2.70623779296875,0.092967502772808,2.865478515625,2.710922241210937,0.0776889696717262,5.48748779296875,4.8599853515625,0.139017254114151
ASCN12131,Asia,BWk_background,BWk oases,polygon_reducer,1.94525146484375,1.925018310546875,0.0662896707653999,2.91912841796875,2.70623779296875,0.092967502772808,2.865478515625,2.710922241210937,0.0776889696717262,5.48748779296875,4.8599853515625,0.139017254114151
ASCN12253,Asia,BWk_background,BWk oases,polygon_reducer,1.968109130859375,1.86456298828125,0.0649908185005188,2.857421875,2.72857666015625,0.0848283022642135,2.872100830078125,2.662811279296875,0.0781274065375328,5.490615844726562,4.94866943359375,0.1291825324296951
ASCN12207,Asia,BWk_background,BWk oases,representative_point_fallback,1.9498596,1.8887329,0.060962472,2.910614,2.7234192,0.086743936,2.8700562,2.7176056,0.07133468,5.4675903,4.9076233,0.123595506
ASCN12196,Asia,BWk_background,BWk oases,polygon_reducer,1.94256591796875,1.932769775390625,0.073133036494255,2.905181884765625,2.689056396484375,0.0982736349105835,2.8662109375,2.711273193359375,0.0842237249016761,5.481094360351562,4.85455322265625,0.1560428738594055
ASCN12083,Asia,BWk_background,BWk oases,polygon_reducer,1.957489013671875,1.847503662109375,0.0724334716796875,2.906585693359375,2.71881103515625,0.1111756637692451,2.865997314453125,2.667068481445312,0.0889766812324523,5.519989013671875,4.895370483398438,0.1554658263921737
ASCN12142,Asia,BWk_background,BWk oases,polygon_reducer,1.95440673828125,1.897369384765625,0.0777658596634864,2.91558837890625,2.70867919921875,0.1166920438408851,2.86334228515625,2.667999267578125,0.0966693386435508,5.543975830078125,4.863388061523438,0.1821404099464416
ASCN12127,Asia,BWk_background,BWk oases,polygon_reducer,1.963592529296875,1.865936279296875,0.0621937476098537,2.8602294921875,2.739105224609375,0.0707775130867958,2.862213134765625,2.668701171875,0.065720334649086,5.450714111328125,4.982315063476562,0.1130765229463577
ASCN12198,Asia,BWk_background,BWk oases,representative_point_fallback,1.9605408,1.8478088,0.06997658,2.867218,2.7289734,0.09509683,2.8686523,2.6670074,0.07967901,5.4853516,4.894745,0.1423526
ASCN12072,Asia,BWk_background,BWk oases,polygon_reducer,1.960540771484375,1.847808837890625,0.0663113966584205,2.867218017578125,2.728973388671875,0.0929276198148727,2.86865234375,2.667007446289062,0.0782902613282203,5.4853515625,4.9388427734375,0.1341670304536819
ASCN12013,Asia,BWk_background,BWk oases,polygon_reducer,1.9573430181707,1.91301734702101,0.0495606055302382,2.849848626886757,2.724962993732934,0.0617094944927443,2.835620843091057,2.677696265063239,0.0566519592861527,5.422891709411029,5.081145240265188,0.0858301373867733
ASCN12176,Asia,BWk_background,BWk oases,representative_point_fallback,1.9279785,1.9140625,0.055838287,2.8535461,2.7223206,0.06695379,2.820984,2.691803,0.060499948,5.459091,5.14032,0.09056569
ASCN12146,Asia,BWk_background,BWk oases,polygon_reducer,1.968994140625,1.881500244140625,0.0772793292999267,2.89306640625,2.583709716796875,0.1002191677689552,2.816604614257812,2.646820068359375,0.0901291966438293,5.47479248046875,4.986419677734375,0.1540714502334594
ASCN12039,Asia,non_BWh_BWk_background,non-BW oases,polygon_reducer,1.971728985126202,1.898007906400241,0.0734485834836959,2.904801588792067,2.574178842397836,0.1037861785063376,2.853260920597957,2.649403498722957,0.0983078651703321,5.496390709510216,4.927401029146634,0.1576100026185695
ASCN12034,Asia,non_BWh_BWk_background,non-BW oases,polygon_reducer,1.970181672469429,1.889791737432065,0.0799621709662935,2.882345448369565,2.618534253991168,0.0979055684545765,2.803848266601562,2.661845995032269,0.0887580248324767,5.465854147206182,5.027825396993887,0.147883138578871
ASCN12087,Asia,BWk_background,BWk oases,polygon_reducer,1.9798583984375,1.95330810546875,0.0698901787400245,2.899200439453125,2.67584228515625,0.0866228863596916,2.822967529296875,2.695022583007812,0.0755169242620468,5.466720581054688,5.125442504882812,0.1120829731225967
ASCN12220,Asia,BWk_background,BWk oases,representative_point_fallback,2.0149841,2.005951,0.030427154,2.8120728,2.724823,0.042782046,2.7848206,2.8491974,0.037967585,5.4550476,5.376175,0.060758132
ASCN12209,Asia,BWk_background,BWk oases,polygon_reducer,1.979522705078125,1.96044921875,0.0419730991125106,2.84161376953125,2.687225341796875,0.0552419014275074,2.805023193359375,2.7222900390625,0.0451167561113834,5.414947509765625,5.269851684570312,0.0726006031036377
ASCN12159,Asia,BWk_background,BWk oases,polygon_reducer,1.979522705078125,1.96044921875,0.0419730991125106,2.84161376953125,2.687225341796875,0.0552419014275074,2.805023193359375,2.7222900390625,0.0451167561113834,5.414947509765625,5.269851684570312,0.0726006031036377
ASCN12090,Asia,BWk_background,BWk oases,polygon_reducer,2.0263671875,1.974700927734375,0.0319845974445343,2.802703857421875,2.73834228515625,0.0435063801705837,2.782470703125,2.886001586914062,0.0393715798854827,5.429595947265625,5.39263916015625,0.0623842552304267
ASCN12246,Asia,BWk_background,BWk oases,representative_point_fallback,2.02948,1.9758301,0.035715982,2.8004456,2.7687378,0.03986318,2.8139954,2.9591675,0.03808145,5.4363403,5.525818,0.08163538
ASCN12228,Asia,BWk_background,BWk oases,polygon_reducer,2.02947998046875,1.975830078125,0.0357159823179245,2.800445556640625,2.76873779296875,0.0398631803691387,2.813995361328125,2.95916748046875,0.0403454266488552,5.376632690429688,5.52581787109375,0.0727074071764946
ASCN12248,Asia,BWk_background,BWk oases,representative_point_fallback,2.0276184,2.0343933,0.03695437,2.8306274,2.7838135,0.043841995,2.7998352,2.9849396,0.04883675,5.41864,5.5097504,0.08604979
ASCN12165,Asia,BWk_background,BWk oases,representative_point_fallback,2.02948,1.9758301,0.035715982,2.8004456,2.7687378,0.03986318,2.8139954,2.9591675,0.03808145,5.4363403,5.525818,0.08163538
ASCN12190,Asia,BWk_background,BWk oases,representative_point_fallback,1.980957,1.9369507,0.07288531,2.876709,2.6549988,0.086944394,2.7996368,2.7093353,0.08157121,5.46138,5.20105,0.124183714
ASCN12016,Asia,BWk_background,BWk oases,polygon_reducer,2.013359785079956,2.059261798858643,0.0450026510807219,2.831511974334717,2.811021089553833,0.0593657970312051,2.790052890777588,2.901042222976685,0.0611674234096426,5.411343574523926,5.470967650413513,0.0958167921635322
ASCN12183,Asia,BWk_background,BWk oases,representative_point_fallback,1.9257812,1.9145508,0.067264736,2.855896,2.6933594,0.07467128,2.8311768,2.753357,0.08563163,5.4283905,5.2554016,0.12599061
ASCN12186,Asia,BWk_background,BWk oases,polygon_reducer,1.92578125,1.91455078125,0.0672647356986999,2.85589599609375,2.693359375,0.0746712833642959,2.8311767578125,2.75335693359375,0.0856316313147544,5.428390502929688,5.255401611328125,0.1262926310300827
ASCN12018,Asia,BWk_background,BWk oases,polygon_reducer,1.9744140625,1.934883519222862,0.0765074846775908,2.865822561163651,2.674614193564967,0.0861651139039742,2.804733758223684,2.709161055715461,0.0855703932674307,5.456121665553042,5.175625931589227,0.1309452114920867
ASCN12062,Asia,BWk_background,BWk oases,polygon_reducer,2.0472412109375,2.093902587890625,0.0495162643492221,2.7864990234375,2.877105712890625,0.0578087493777275,2.837509155273437,2.98968505859375,0.0549082681536674,5.398971557617188,5.5662841796875,0.0911923870444297
ASCN12194,Asia,non_BWh_BWk_background,non-BW oases,polygon_reducer,1.957977294921875,1.919708251953125,0.0811103507876396,2.846099853515625,2.75164794921875,0.0952537134289741,2.83074951171875,2.779373168945312,0.0950507819652557,5.435150146484375,5.248153686523438,0.1563927978277206
ASCN12250,Asia,BWk_background,BWk oases,polygon_reducer,1.969757080078125,1.95159912109375,0.0863520130515098,2.81488037109375,2.829986572265625,0.0824439376592636,2.808197021484375,2.889785766601562,0.1004988923668861,5.408416748046875,5.48870849609375,0.146035835146904
ASCN12191,Asia,BWk_background,BWk oases,polygon_reducer,1.993865966796875,1.953704833984375,0.0630917251110076,2.807098388671875,2.90460205078125,0.0762321278452873,2.80194091796875,2.875076293945312,0.0834239199757576,5.418106079101562,5.503143310546875,0.1444508880376815
