OasisID,continent,exact_background_class,background_class,polygon_area_km2
NAUS18020,North America,non_BWh_BWk_background,non-BW oases,88.934874
NAUS18011,North America,non_BWh_BWk_background,non-BW oases,334.845677
NAUS18006,North America,non_BWh_BWk_background,non-BW oases,919.808923
NAUS18058,North America,non_BWh_BWk_background,non-BW oases,8.633881
NAUS18046,North America,non_BWh_BWk_background,non-BW oases,14.016097
NAUS18106,North America,non_BWh_BWk_background,non-BW oases,1.054456
NAUS18012,North America,non_BWh_BWk_background,non-BW oases,323.166203
NAUS18004,North America,non_BWh_BWk_background,non-BW oases,1973.465321
NAUS18081,North America,non_BWh_BWk_background,non-BW oases,2.782479
NAUS18036,North America,non_BWh_BWk_background,non-BW oases,28.337756
NAUS18065,North America,non_BWh_BWk_background,non-BW oases,6.598007
NAUS18072,North America,non_BWh_BWk_background,non-BW oases,4.764754
NAUS18051,North America,non_BWh_BWk_background,non-BW oases,11.450739
NAUS18099,North America,non_BWh_BWk_background,non-BW oases,1.373775
NAUS18035,North America,non_BWh_BWk_background,non-BW oases,29.054278
NAUS18104,North America,non_BWh_BWk_background,non-BW oases,1.10397
NAUS18017,North America,non_BWh_BWk_background,non-BW oases,116.87138
NAUS18029,North America,non_BWh_BWk_background,non-BW oases,39.669093
NAUS18059,North America,non_BWh_BWk_background,non-BW oases,8.54128
NAUS18025,North America,non_BWh_BWk_background,non-BW oases,59.248391
NAUS18070,North America,non_BWh_BWk_background,non-BW oases,5.206254
NAUS18033,North America,non_BWh_BWk_background,non-BW oases,33.525687
NAUS18044,North America,non_BWh_BWk_background,non-BW oases,16.262516
NAUS18040,North America,non_BWh_BWk_background,non-BW oases,24.403519
NAUS18010,North America,non_BWh_BWk_background,non-BW oases,517.537185
NAUS18103,North America,non_BWh_BWk_background,non-BW oases,1.193248
NAUS18087,North America,non_BWh_BWk_background,non-BW oases,2.415168
NAUS18066,North America,non_BWh_BWk_background,non-BW oases,6.410938
NAUS18007,North America,non_BWh_BWk_background,non-BW oases,906.972755
NAUS18067,North America,non_BWh_BWk_background,non-BW oases,5.948063
NAUS18003,North America,non_BWh_BWk_background,non-BW oases,4394.508102
NAUS18037,North America,non_BWh_BWk_background,non-BW oases,27.714566
NAUS18015,North America,non_BWh_BWk_background,non-BW oases,176.564794
NAUS18005,North America,non_BWh_BWk_background,non-BW oases,1251.140261
NAUS18026,North America,non_BWh_BWk_background,non-BW oases,54.130625
NAUS18022,North America,non_BWh_BWk_background,non-BW oases,70.628816
NAUS18021,North America,non_BWh_BWk_background,non-BW oases,80.715453
NAUS18001,North America,BWk_background,BWk oases,15876.969932
NAUS18009,North America,non_BWh_BWk_background,non-BW oases,546.29624
NAUS19104,North America,non_BWh_BWk_background,non-BW oases,3.327216
NAUS19061,North America,BWk_background,BWk oases,16.801026
NAUS19056,North America,BWk_background,BWk oases,18.247333
NAUS19088,North America,BWk_background,BWk oases,6.417171
NAUS19120,North America,non_BWh_BWk_background,non-BW oases,1.227631
NAUS19078,North America,non_BWh_BWk_background,non-BW oases,8.37117
NAUS19117,North America,non_BWh_BWk_background,non-BW oases,2.117585
NAUS19089,North America,BWk_background,BWk oases,5.969142
NAUS19098,North America,BWk_background,BWk oases,4.231996
NAUS19115,North America,non_BWh_BWk_background,non-BW oases,2.190759
NAUS19100,North America,non_BWh_BWk_background,non-BW oases,3.970471
NAUS19031,North America,non_BWh_BWk_background,non-BW oases,111.557332
NAUS19084,North America,BWk_background,BWk oases,7.329797
NAUS19079,North America,BWk_background,BWk oases,8.146885
NAUS19077,North America,BWk_background,BWk oases,8.658515
NAUS23026,North America,non_BWh_BWk_background,non-BW oases,10.298541
NAUS19075,North America,BWk_background,BWk oases,9.370129
NAUS23028,North America,non_BWh_BWk_background,non-BW oases,2.143692
NAUS19006,North America,BWk_background,BWk oases,832.845281
NAUS23023,North America,non_BWh_BWk_background,non-BW oases,17.708783
NAUS19116,North America,non_BWh_BWk_background,non-BW oases,2.144579
NAUS19095,North America,non_BWh_BWk_background,non-BW oases,4.864797
NAUS19083,North America,non_BWh_BWk_background,non-BW oases,7.339374
NAUS23029,North America,non_BWh_BWk_background,non-BW oases,2.09496
NAUS19060,North America,non_BWh_BWk_background,non-BW oases,16.88532
NAUS19119,North America,non_BWh_BWk_background,non-BW oases,1.345891
NAUS23013,North America,non_BWh_BWk_background,non-BW oases,66.62419
NAUS19086,North America,non_BWh_BWk_background,non-BW oases,6.858943
NAUS19062,North America,BWk_background,BWk oases,16.370768
NAUS23031,North America,non_BWh_BWk_background,non-BW oases,1.062843
NAUS23027,North America,non_BWh_BWk_background,non-BW oases,2.915585
NAUS23022,North America,non_BWh_BWk_background,non-BW oases,20.041905
NAUS23011,North America,non_BWh_BWk_background,non-BW oases,98.466451
NAUS23024,North America,BWk_background,BWk oases,12.721467
NAUS19053,North America,non_BWh_BWk_background,non-BW oases,21.096774
NAUS19008,North America,non_BWh_BWk_background,non-BW oases,531.927724
NAUS23014,North America,BWk_background,BWk oases,66.13658
NAUS23004,North America,BWk_background,BWk oases,2854.347745
NAUS23016,North America,non_BWh_BWk_background,non-BW oases,38.088218
NAUS19041,North America,non_BWh_BWk_background,non-BW oases,52.124225
NAUS19076,North America,BWk_background,BWk oases,8.870703
NAUS19047,North America,BWk_background,BWk oases,37.337177
NAUS19093,North America,BWk_background,BWk oases,5.051896
NAUS19007,North America,non_BWh_BWk_background,non-BW oases,777.735792
NAUS19113,North America,non_BWh_BWk_background,non-BW oases,2.518823
NAUS19099,North America,non_BWh_BWk_background,non-BW oases,4.077952
NAUS19048,North America,non_BWh_BWk_background,non-BW oases,35.245281
NAUS19091,North America,BWk_background,BWk oases,5.705378
NAUS19073,North America,non_BWh_BWk_background,non-BW oases,9.464872
NAUS19039,North America,BWk_background,BWk oases,56.180497
NAUS19065,North America,non_BWh_BWk_background,non-BW oases,14.145519
NAUS19009,North America,non_BWh_BWk_background,non-BW oases,531.429585
NAUS19010,North America,non_BWh_BWk_background,non-BW oases,525.573593
NAUS19002,North America,BWk_background,BWk oases,1929.023013
NAUS19107,North America,non_BWh_BWk_background,non-BW oases,3.109241
NAUS19021,North America,non_BWh_BWk_background,non-BW oases,232.288072
NAUS19029,North America,non_BWh_BWk_background,non-BW oases,114.854785
NAUS19114,North America,non_BWh_BWk_background,non-BW oases,2.372216
NAUS19014,North America,non_BWh_BWk_background,non-BW oases,385.049021
NAUS19069,North America,non_BWh_BWk_background,non-BW oases,11.390291
NAUS19055,North America,non_BWh_BWk_background,non-BW oases,19.193307
NAUS19042,North America,non_BWh_BWk_background,non-BW oases,42.949411
NAUS22003,North America,non_BWh_BWk_background,non-BW oases,757.30193
NAUS22007,North America,non_BWh_BWk_background,non-BW oases,109.642492
NAUS22011,North America,non_BWh_BWk_background,non-BW oases,9.901741
NAUS22010,North America,non_BWh_BWk_background,non-BW oases,18.74541
NAUS22004,North America,non_BWh_BWk_background,non-BW oases,565.292998
NAUS22008,North America,non_BWh_BWk_background,non-BW oases,99.400547
NAUS22009,North America,non_BWh_BWk_background,non-BW oases,44.394534
NAUS19028,North America,non_BWh_BWk_background,non-BW oases,134.737792
NAUS22005,North America,non_BWh_BWk_background,non-BW oases,401.174855
NAUS19003,North America,non_BWh_BWk_background,non-BW oases,1659.86638
NAUS22001,North America,BWk_background,BWk oases,2473.943785
NAUS20008,North America,BWh_background,BWh oases,173.73214
NAUS20001,North America,mixed_BWh_BWk,BWh/BWk oases,43287.954796
NAMX20003,North America,BWh_background,BWh oases,1802.64639
NAMX21002,North America,BWh_background,BWh oases,2872.898389
NAMX21001,North America,BWh_background,BWh oases,5474.11059
NAUS19049,North America,non_BWh_BWk_background,non-BW oases,29.308271
NAUS19030,North America,non_BWh_BWk_background,non-BW oases,111.781595
NAUS24005,North America,non_BWh_BWk_background,non-BW oases,1195.891566
NAUS18002,North America,BWk_background,BWk oases,14205.212005
NAMX21018,North America,BWh_background,BWh oases,8.676409
NAMX21029,North America,BWh_background,BWh oases,1.432599
NAUS22006,North America,BWk_background,BWk oases,163.85069
NAUS22002,North America,BWk_background,BWk oases,1288.073413
NAMX21032,North America,BWh_background,BWh oases,1.276246
NAUS24002,North America,non_BWh_BWk_background,non-BW oases,2263.233236
NAUS24001,North America,non_BWh_BWk_background,non-BW oases,7359.359426
NAUS22012,North America,BWk_background,BWk oases,8.4617
NAUS19022,North America,non_BWh_BWk_background,non-BW oases,172.645907
NAUS19026,North America,non_BWh_BWk_background,non-BW oases,147.011429
NA2X25030,North America,BWh_background,BWh oases,45.632757
NA2X25003,North America,BWh_background,BWh oases,1769.03539
NAUS24024,North America,non_BWh_BWk_background,non-BW oases,198.634312
NAUS24067,North America,non_BWh_BWk_background,non-BW oases,18.5114
NAUS24033,North America,non_BWh_BWk_background,non-BW oases,114.783488
NAUS24017,North America,non_BWh_BWk_background,non-BW oases,363.665999
NAUS20004,North America,BWh_background,BWh oases,914.513149
NA2X19001,North America,BWh_background,BWh oases,19793.076711
NAUS24022,North America,non_BWh_BWk_background,non-BW oases,256.625578
NAUS24003,North America,non_BWh_BWk_background,non-BW oases,2172.882286
SACL48005,South America,non_BWh_BWk_background,non-BW oases,25.52698
SACL48007,South America,non_BWh_BWk_background,non-BW oases,4.03936
SACL48001,South America,mixed_BWh_BWk,BWh/BWk oases,806.567937
SACL48002,South America,mixed_BWh_BWk,BWh/BWk oases,384.593128
SACL48006,South America,mixed_BWh_BWk,BWh/BWk oases,15.706796
SACL48004,South America,mixed_BWh_BWk,BWh/BWk oases,183.620381
SACL48003,South America,mixed_BWh_BWk,BWh/BWk oases,322.505375
SACL47047,South America,BWk_background,BWk oases,20.504288
SACL47029,South America,BWk_background,BWk oases,94.456885
SACL47036,South America,BWh_background,BWh oases,42.771903
SACL47057,South America,BWk_background,BWk oases,7.036452
SACL47060,South America,BWk_background,BWk oases,6.359591
SACL47037,South America,mixed_BWh_BWk,BWh/BWk oases,42.430028
SACL47042,South America,mixed_BWh_BWk,BWh/BWk oases,24.714009
SACL47053,South America,BWh_background,BWh oases,10.560012
SACL47030,South America,BWk_background,BWk oases,90.326491
SACL47027,South America,BWk_background,BWk oases,125.018591
SACL47069,South America,BWh_background,BWh oases,1.34578
SACL47052,South America,BWk_background,BWk oases,11.391699
SACL47049,South America,BWk_background,BWk oases,15.596989
SACL47043,South America,BWk_background,BWk oases,23.932797
SACL47067,South America,BWk_background,BWk oases,3.017225
SACL47021,South America,BWk_background,BWk oases,183.756241
SACL47040,South America,BWh_background,BWh oases,37.195606
SACL47061,South America,BWh_background,BWh oases,4.828139
SACL47012,South America,mixed_BWh_BWk,BWh/BWk oases,377.343048
SACL51005,South America,BWh_background,BWh oases,314.445121
SACL47031,South America,mixed_BWh_BWk,BWh/BWk oases,89.641139
SACL47041,South America,mixed_BWh_BWk,BWh/BWk oases,30.390942
SACL47023,South America,BWh_background,BWh oases,158.475921
SAPE47071,South America,BWh_background,BWh oases,1.113246
SAPE47062,South America,BWh_background,BWh oases,4.310662
SAPE47010,South America,mixed_BWh_BWk,BWh/BWk oases,756.422894
SAPE47039,South America,mixed_BWh_BWk,BWh/BWk oases,37.994175
SAPE47024,South America,BWh_background,BWh oases,150.947893
SAPE47035,South America,mixed_BWh_BWk,BWh/BWk oases,45.63576
SAPE47051,South America,BWh_background,BWh oases,11.751171
SAPE47032,South America,mixed_BWh_BWk,BWh/BWk oases,86.14934
SAPE47022,South America,mixed_BWh_BWk,BWh/BWk oases,165.799072
SAPE47070,South America,BWh_background,BWh oases,1.283147
SAPE47056,South America,BWh_background,BWh oases,8.09216
SAPE47033,South America,BWh_background,BWh oases,64.205555
SAPE47034,South America,BWh_background,BWh oases,45.974976
SAPE47050,South America,mixed_BWh_BWk,BWh/BWk oases,14.33034
SAPE47066,South America,BWh_background,BWh oases,3.256601
SAPE47017,South America,mixed_BWh_BWk,BWh/BWk oases,266.625806
SAPE47064,South America,BWh_background,BWh oases,3.935625
SAPE47048,South America,BWh_background,BWh oases,17.040952
SAPE47013,South America,BWk_background,BWk oases,354.037434
SAPE47054,South America,BWh_background,BWh oases,9.226728
SAPE47018,South America,mixed_BWh_BWk,BWh/BWk oases,257.894815
SAPE47065,South America,mixed_BWh_BWk,BWh/BWk oases,3.477994
SAPE47019,South America,mixed_BWh_BWk,BWh/BWk oases,227.301101
SAPE47059,South America,mixed_BWh_BWk,BWh/BWk oases,6.432982
SAPE47045,South America,BWh_background,BWh oases,22.100587
SAPE47028,South America,mixed_BWh_BWk,BWh/BWk oases,98.490562
SAPE47044,South America,BWh_background,BWh oases,23.216553
SAPE47014,South America,BWh_background,BWh oases,353.497746
SAPE47063,South America,BWh_background,BWh oases,4.302177
SAPE47008,South America,BWh_background,BWh oases,869.714567
SAPE47004,South America,BWh_background,BWh oases,1095.773299
SAPE47015,South America,BWh_background,BWh oases,322.409072
SAPE47020,South America,BWh_background,BWh oases,222.695491
SAPE47006,South America,BWh_background,BWh oases,1070.880141
SAPE47016,South America,BWh_background,BWh oases,305.12048
SAPE47055,South America,BWh_background,BWh oases,9.106157
SAPE47005,South America,BWh_background,BWh oases,1071.881956
SAPE47058,South America,BWh_background,BWh oases,6.787637
SAPE47038,South America,BWh_background,BWh oases,40.856961
SAPE47046,South America,BWh_background,BWh oases,20.951343
SAPE47026,South America,BWh_background,BWh oases,134.652185
SAPE47068,South America,BWh_background,BWh oases,1.658493
SAPE47009,South America,BWh_background,BWh oases,780.555619
SAPE47003,South America,BWh_background,BWh oases,1159.327171
SAPE47007,South America,BWh_background,BWh oases,932.050581
SAPE47025,South America,BWh_background,BWh oases,149.003889
SAPE47001,South America,BWh_background,BWh oases,4967.878712
SAPE47011,South America,BWh_background,BWh oases,521.091786
SAPE47002,South America,BWh_background,BWh oases,3760.518536
SABO51013,South America,BWk_background,BWk oases,17.866321
SABO51016,South America,non_BWh_BWk_background,non-BW oases,8.341838
SAAR50016,South America,non_BWh_BWk_background,non-BW oases,4.503471
SAAR50001,South America,mixed_BWh_BWk,BWh/BWk oases,6479.012372
SAAR50006,South America,BWk_background,BWk oases,113.747161
SAAR50002,South America,mixed_BWh_BWk,BWh/BWk oases,2412.252259
SAAR50005,South America,BWk_background,BWk oases,162.179204
SAAR50012,South America,BWh_background,BWh oases,19.118372
SAAR50009,South America,BWk_background,BWk oases,32.430537
SAAR50013,South America,BWk_background,BWk oases,13.662882
SAAR50017,South America,BWk_background,BWk oases,3.870932
SAAR50015,South America,BWk_background,BWk oases,7.334424
SAAR50010,South America,BWk_background,BWk oases,27.682294
SAAR50003,South America,BWk_background,BWk oases,280.562605
SAAR50008,South America,BWk_background,BWk oases,62.23384
SAAR50018,South America,BWk_background,BWk oases,1.851986
SAAR51020,South America,BWh_background,BWh oases,1.943182
SAAR50014,South America,BWk_background,BWk oases,10.872063
SAAR50007,South America,mixed_BWh_BWk,BWh/BWk oases,111.738714
SAAR51003,South America,mixed_BWh_BWk,BWh/BWk oases,378.282838
SAAR51022,South America,BWk_background,BWk oases,1.075013
SAAR50004,South America,BWk_background,BWk oases,265.789379
SAAR51007,South America,mixed_BWh_BWk,BWh/BWk oases,118.613045
SAAR51008,South America,BWh_background,BWh oases,67.35228
SAAR50011,South America,BWk_background,BWk oases,26.41919
SAAR51014,South America,BWk_background,BWk oases,9.016578
SAAR51017,South America,BWk_background,BWk oases,7.407682
SAAR51015,South America,BWk_background,BWk oases,8.855494
SAAR51018,South America,BWk_background,BWk oases,6.671504
SAAR51011,South America,non_BWh_BWk_background,non-BW oases,18.532483
SAAR51006,South America,mixed_BWh_BWk,BWh/BWk oases,220.007887
SAAR51002,South America,BWh_background,BWh oases,3632.386676
SAAR51012,South America,BWk_background,BWk oases,18.388129
SAAR51021,South America,BWk_background,BWk oases,1.63234
SAAR51009,South America,mixed_BWh_BWk,BWh/BWk oases,29.005607
SAAR51010,South America,BWk_background,BWk oases,20.100941
SAAR51019,South America,BWk_background,BWk oases,5.942537
SAAR49003,South America,BWk_background,BWk oases,6.892848
SAAR49002,South America,BWk_background,BWk oases,38.661478
SAAR49001,South America,BWk_background,BWk oases,601.005842
SAAR49005,South America,non_BWh_BWk_background,non-BW oases,3.54968
SAAR49004,South America,non_BWh_BWk_background,non-BW oases,5.111939
SAAR51004,South America,non_BWh_BWk_background,non-BW oases,364.733395
SABO51001,South America,BWk_background,BWk oases,11949.629402
OAAU46018,Oceania,BWh_background,BWh oases,73.561119
OAAU46020,Oceania,BWh_background,BWh oases,19.068105
OAAU46015,Oceania,BWh_background,BWh oases,115.914297
OAAU46009,Oceania,BWh_background,BWh oases,920.817797
OAAU46016,Oceania,BWh_background,BWh oases,97.179954
OAAU46011,Oceania,BWh_background,BWh oases,620.421066
OAAU46017,Oceania,BWh_background,BWh oases,78.883058
OAAU46005,Oceania,BWh_background,BWh oases,6714.168806
OAAU46008,Oceania,BWh_background,BWh oases,1698.499687
OAAU46006,Oceania,BWh_background,BWh oases,5387.231984
OAAU46003,Oceania,BWh_background,BWh oases,14891.752065
OAAU46010,Oceania,BWh_background,BWh oases,623.08976
OAAU46012,Oceania,BWh_background,BWh oases,458.043708
OAAU46022,Oceania,BWh_background,BWh oases,12.379098
OAAU46007,Oceania,BWh_background,BWh oases,1798.710043
OAAU46014,Oceania,BWh_background,BWh oases,246.634427
OAAU46013,Oceania,BWh_background,BWh oases,286.78302
OAAU46002,Oceania,BWh_background,BWh oases,21958.61366
OAAU46023,Oceania,BWh_background,BWh oases,9.833197
OAAU46026,Oceania,BWh_background,BWh oases,1.55378
OAAU46025,Oceania,BWh_background,BWh oases,4.860766
OAAU46024,Oceania,BWh_background,BWh oases,8.339381
OAAU46019,Oceania,BWh_background,BWh oases,49.610923
OAAU46021,Oceania,BWh_background,BWh oases,16.965734
OAAU46004,Oceania,BWh_background,BWh oases,13813.956121
OAAU45009,Oceania,BWh_background,BWh oases,3.835348
OAAU45014,Oceania,BWh_background,BWh oases,1.869455
OAAU45003,Oceania,BWh_background,BWh oases,21.140552
OAAU45011,Oceania,BWh_background,BWh oases,3.359949
OAAU45001,Oceania,BWh_background,BWh oases,161.800567
OAAU45002,Oceania,BWh_background,BWh oases,21.306322
OAAU45010,Oceania,BWh_background,BWh oases,3.459781
OAAU45006,Oceania,non_BWh_BWk_background,non-BW oases,6.368777
OAAU45008,Oceania,non_BWh_BWk_background,non-BW oases,4.471084
OAAU45004,Oceania,non_BWh_BWk_background,non-BW oases,13.307457
OAAU45012,Oceania,non_BWh_BWk_background,non-BW oases,3.027771
OAAU45013,Oceania,non_BWh_BWk_background,non-BW oases,2.83126
OAAU45005,Oceania,BWh_background,BWh oases,6.681961
OAAU45007,Oceania,BWh_background,BWh oases,4.759507
OAAU46001,Oceania,BWh_background,BWh oases,23374.007348
ASYE06006,Asia,BWh_background,BWh oases,48.114336
ASYE06005,Asia,BWh_background,BWh oases,65.473877
ASYE06017,Asia,BWh_background,BWh oases,1.294797
ASYE07239,Asia,BWh_background,BWh oases,24.837083
ASYE07297,Asia,BWh_background,BWh oases,16.013834
ASYE07032,Asia,BWh_background,BWh oases,609.147186
ASYE06011,Asia,BWh_background,BWh oases,9.909144
ASYE07080,Asia,BWh_background,BWh oases,182.737281
ASYE06015,Asia,BWh_background,BWh oases,1.81835
ASYE06016,Asia,BWh_background,BWh oases,1.816116
ASYE07110,Asia,BWh_background,BWh oases,99.38816
ASYE07341,Asia,BWh_background,BWh oases,10.34933
ASYE07055,Asia,BWh_background,BWh oases,320.021648
ASYE07021,Asia,BWh_background,BWh oases,945.84961
ASYE07161,Asia,BWh_background,BWh oases,57.603695
ASYE07343,Asia,BWh_background,BWh oases,9.90264
ASSA06014,Asia,BWh_background,BWh oases,2.056245
ASSA07125,Asia,BWh_background,BWh oases,83.693156
ASSA07373,Asia,BWh_background,BWh oases,6.374283
ASSA07007,Asia,BWh_background,BWh oases,4402.970909
ASSA07187,Asia,BWh_background,BWh oases,45.987373
ASSA07486,Asia,BWh_background,BWh oases,1.067574
ASSA07356,Asia,BWh_background,BWh oases,8.15404
ASSA07089,Asia,BWh_background,BWh oases,144.758606
ASSA07290,Asia,BWh_background,BWh oases,16.918505
ASSA07213,Asia,BWh_background,BWh oases,32.225303
ASSA07211,Asia,BWh_background,BWh oases,33.274883
ASSA07147,Asia,BWh_background,BWh oases,64.738061
ASSA07427,Asia,BWh_background,BWh oases,3.617298
ASSA07384,Asia,BWh_background,BWh oases,5.732339
ASSA07325,Asia,BWh_background,BWh oases,12.53171
ASSA07233,Asia,BWh_background,BWh oases,26.545421
ASSA07225,Asia,BWh_background,BWh oases,27.905728
ASSA07191,Asia,BWh_background,BWh oases,44.701841
ASSA07306,Asia,BWh_background,BWh oases,15.231365
ASSA07198,Asia,BWh_background,BWh oases,42.117367
ASSA07164,Asia,BWh_background,BWh oases,56.191779
ASSA07172,Asia,BWh_background,BWh oases,51.346618
ASSA07139,Asia,BWh_background,BWh oases,69.02239
ASSA07381,Asia,BWh_background,BWh oases,5.902334
ASSA07216,Asia,BWh_background,BWh oases,31.760356
ASSA07309,Asia,BWh_background,BWh oases,14.932857
ASSA07112,Asia,BWh_background,BWh oases,94.252182
ASSA07353,Asia,BWh_background,BWh oases,8.407486
ASSA07247,Asia,BWh_background,BWh oases,23.592973
ASSA07435,Asia,BWh_background,BWh oases,3.241981
ASSA07111,Asia,BWh_background,BWh oases,94.802193
ASSA07406,Asia,BWh_background,BWh oases,4.711062
ASSA07073,Asia,BWh_background,BWh oases,204.832556
ASSA07416,Asia,BWh_background,BWh oases,4.044025
ASSA07208,Asia,BWh_background,BWh oases,36.249924
ASSA07380,Asia,BWh_background,BWh oases,6.174099
ASSA07447,Asia,BWh_background,BWh oases,2.764594
ASSA07072,Asia,BWh_background,BWh oases,209.379576
ASYE07388,Asia,BWh_background,BWh oases,5.448614
ASYE07029,Asia,BWh_background,BWh oases,703.666103
AS2N06001,Asia,BWh_background,BWh oases,16398.604485
ASSA07167,Asia,BWh_background,BWh oases,54.417432
ASSA07019,Asia,BWh_background,BWh oases,1025.431138
ASSA07143,Asia,BWh_background,BWh oases,66.384827
ASSA07122,Asia,BWh_background,BWh oases,85.254913
ASSA07083,Asia,BWh_background,BWh oases,176.467066
ASSA07387,Asia,BWh_background,BWh oases,5.467848
ASSA07031,Asia,BWh_background,BWh oases,632.588043
ASSA07106,Asia,BWh_background,BWh oases,107.012328
ASSA07047,Asia,BWh_background,BWh oases,437.93797
ASSA07104,Asia,BWh_background,BWh oases,107.563436
ASSA07132,Asia,BWh_background,BWh oases,75.958413
ASSA07366,Asia,BWh_background,BWh oases,7.048056
ASSA07357,Asia,BWh_background,BWh oases,8.00686
ASSA07410,Asia,BWh_background,BWh oases,4.312891
ASSA07350,Asia,BWh_background,BWh oases,9.174896
ASSA07287,Asia,BWh_background,BWh oases,17.347165
ASSA07163,Asia,BWh_background,BWh oases,56.752558
ASSA07337,Asia,BWh_background,BWh oases,10.443748
ASSA07312,Asia,BWh_background,BWh oases,14.448807
ASSA07120,Asia,BWh_background,BWh oases,85.473211
ASSA07300,Asia,BWh_background,BWh oases,15.772955
ASSA07328,Asia,BWh_background,BWh oases,12.178924
ASSA07468,Asia,BWh_background,BWh oases,1.823239
ASSA07199,Asia,BWh_background,BWh oases,41.629749
ASSA07273,Asia,BWh_background,BWh oases,19.959459
ASSA07286,Asia,BWh_background,BWh oases,17.44993
ASSA07039,Asia,BWh_background,BWh oases,507.578897
ASSA07183,Asia,BWh_background,BWh oases,47.672064
ASSA07313,Asia,BWh_background,BWh oases,14.191846
ASSA07252,Asia,BWh_background,BWh oases,23.246443
ASSA07267,Asia,BWh_background,BWh oases,21.232679
ASSA07472,Asia,BWh_background,BWh oases,1.562841
ASSA07119,Asia,BWh_background,BWh oases,85.538287
ASSA07222,Asia,BWh_background,BWh oases,29.798254
ASSA07407,Asia,BWh_background,BWh oases,4.709124
ASSA07095,Asia,BWh_background,BWh oases,133.622479
ASSA07244,Asia,BWh_background,BWh oases,24.165517
ASSA07155,Asia,BWh_background,BWh oases,60.181514
ASSA07253,Asia,BWh_background,BWh oases,23.200579
ASSA07364,Asia,BWh_background,BWh oases,7.354213
ASSA07428,Asia,BWh_background,BWh oases,3.613077
ASSA07330,Asia,BWh_background,BWh oases,11.745073
ASYE07308,Asia,BWh_background,BWh oases,14.971191
ASYE07154,Asia,BWh_background,BWh oases,61.380134
ASYE07224,Asia,BWh_background,BWh oases,29.040256
ASYE07158,Asia,BWh_background,BWh oases,58.91749
ASYE07464,Asia,BWh_background,BWh oases,2.005251
ASYE07128,Asia,BWh_background,BWh oases,78.81555
ASYE07355,Asia,BWh_background,BWh oases,8.167766
ASYE07376,Asia,BWh_background,BWh oases,6.303389
ASYE07382,Asia,BWh_background,BWh oases,5.898549
ASYE07200,Asia,BWh_background,BWh oases,40.908145
ASYE07363,Asia,BWh_background,BWh oases,7.513657
ASYE07236,Asia,BWh_background,BWh oases,25.558258
ASYE07138,Asia,BWh_background,BWh oases,69.036097
ASYE07413,Asia,BWh_background,BWh oases,4.186428
ASYE07237,Asia,BWh_background,BWh oases,25.411806
ASYE07402,Asia,BWh_background,BWh oases,4.969712
ASYE07129,Asia,BWh_background,BWh oases,78.205726
ASYE07347,Asia,BWh_background,BWh oases,9.508654
ASYE07276,Asia,BWh_background,BWh oases,19.274586
ASYE07179,Asia,BWh_background,BWh oases,50.026976
ASYE07477,Asia,BWh_background,BWh oases,1.448936
ASYE07397,Asia,BWh_background,BWh oases,5.088477
ASYE07405,Asia,BWh_background,BWh oases,4.719078
ASYE07149,Asia,BWh_background,BWh oases,63.323512
ASSA07401,Asia,BWh_background,BWh oases,4.985678
ASSA07150,Asia,BWh_background,BWh oases,62.671915
AS2M07265,Asia,BWh_background,BWh oases,21.598923
ASSA07152,Asia,BWh_background,BWh oases,61.65501
ASSA07386,Asia,BWh_background,BWh oases,5.62029
ASSA07248,Asia,BWh_background,BWh oases,23.492187
ASSA07437,Asia,BWh_background,BWh oases,3.159789
ASSA07448,Asia,BWh_background,BWh oases,2.72675
ASSA07433,Asia,BWh_background,BWh oases,3.337137
ASSA07256,Asia,BWh_background,BWh oases,22.572051
ASSA07369,Asia,BWh_background,BWh oases,6.796496
ASSA07423,Asia,BWh_background,BWh oases,3.742799
ASSA07375,Asia,BWh_background,BWh oases,6.310279
ASSA07302,Asia,BWh_background,BWh oases,15.576809
ASSA07051,Asia,BWh_background,BWh oases,369.70146
ASSA07280,Asia,BWh_background,BWh oases,18.43384
ASSA07114,Asia,BWh_background,BWh oases,91.818987
ASSA07264,Asia,BWh_background,BWh oases,21.679537
AS2K07124,Asia,BWh_background,BWh oases,84.462627
ASSA07203,Asia,BWh_background,BWh oases,39.499762
ASSA07331,Asia,BWh_background,BWh oases,11.509778
ASSA07446,Asia,BWh_background,BWh oases,2.784122
ASSA07131,Asia,BWh_background,BWh oases,77.121575
ASSA07415,Asia,BWh_background,BWh oases,4.081947
ASSA07462,Asia,BWh_background,BWh oases,2.085435
ASSA07473,Asia,BWh_background,BWh oases,1.560745
ASSA07457,Asia,BWh_background,BWh oases,2.148422
ASSA07470,Asia,BWh_background,BWh oases,1.624253
ASSA07340,Asia,BWh_background,BWh oases,10.359191
ASSA07282,Asia,BWh_background,BWh oases,18.10479
ASSA07175,Asia,BWh_background,BWh oases,51.03684
ASSA07144,Asia,BWh_background,BWh oases,66.367369
ASSA07217,Asia,BWh_background,BWh oases,31.642597
ASSA07432,Asia,BWh_background,BWh oases,3.374946
ASSA07304,Asia,BWh_background,BWh oases,15.426093
ASSA07342,Asia,BWh_background,BWh oases,10.134496
ASSA07294,Asia,BWh_background,BWh oases,16.153627
ASOM07254,Asia,BWh_background,BWh oases,23.092334
ASOM07482,Asia,BWh_background,BWh oases,1.336892
ASOM07425,Asia,BWh_background,BWh oases,3.627663
