OasisID,continent,exact_background_class,background_class,polygon_area_km2
ASIR09270,Asia,BWk_background,BWk oases,1.573537
ASIR04012,Asia,non_BWh_BWk_background,non-BW oases,53.51652
ASIR04006,Asia,non_BWh_BWk_background,non-BW oases,228.806284
ASIR04016,Asia,non_BWh_BWk_background,non-BW oases,29.966852
ASIR09148,Asia,BWh_background,BWh oases,25.849955
ASIR09214,Asia,non_BWh_BWk_background,non-BW oases,6.580367
ASIR09098,Asia,non_BWh_BWk_background,non-BW oases,86.782752
ASIR07065,Asia,non_BWh_BWk_background,non-BW oases,246.310237
ASIR09013,Asia,BWh_background,BWh oases,2097.767748
ASIR09197,Asia,BWh_background,BWh oases,9.692105
ASIR09232,Asia,BWh_background,BWh oases,4.624471
ASIR09151,Asia,BWh_background,BWh oases,24.473709
ASIR09087,Asia,BWh_background,BWh oases,117.057749
ASIR09242,Asia,BWk_background,BWk oases,3.674877
ASIR09162,Asia,BWk_background,BWk oases,20.003134
ASIR09196,Asia,mixed_BWh_BWk,BWh/BWk oases,9.906749
ASIR09154,Asia,BWh_background,BWh oases,22.920183
ASIR09268,Asia,BWh_background,BWh oases,1.788138
ASIR09142,Asia,BWk_background,BWk oases,28.055518
ASIR09103,Asia,BWh_background,BWh oases,75.006436
ASIR09259,Asia,BWk_background,BWk oases,2.511089
ASIR09240,Asia,BWk_background,BWk oases,3.844763
ASIR09279,Asia,BWh_background,BWh oases,1.27428
ASIR09101,Asia,BWh_background,BWh oases,76.973818
ASIR09179,Asia,BWh_background,BWh oases,13.735106
ASIR09152,Asia,BWk_background,BWk oases,24.348822
ASIR09092,Asia,BWh_background,BWh oases,96.638529
ASIR09063,Asia,BWh_background,BWh oases,199.966974
ASIR09156,Asia,BWh_background,BWh oases,22.045543
ASIR09094,Asia,BWh_background,BWh oases,94.290199
ASIR09181,Asia,BWk_background,BWk oases,12.712045
ASPK07310,Asia,BWh_background,BWh oases,14.734929
ASPK07261,Asia,BWh_background,BWh oases,21.971477
ASPK07245,Asia,BWh_background,BWh oases,24.088027
ASPK07121,Asia,BWh_background,BWh oases,85.343582
ASPK07212,Asia,BWh_background,BWh oases,32.648122
ASPK07201,Asia,BWh_background,BWh oases,40.029302
ASPK07037,Asia,BWh_background,BWh oases,516.494257
AS2F07052,Asia,BWh_background,BWh oases,359.399393
ASPK07118,Asia,BWh_background,BWh oases,85.587114
ASPK07023,Asia,BWh_background,BWh oases,913.602082
ASPK07060,Asia,BWh_background,BWh oases,271.659581
ASPK09155,Asia,BWh_background,BWh oases,22.638468
ASPK09211,Asia,BWh_background,BWh oases,6.715907
AS2F09057,Asia,BWh_background,BWh oases,251.786569
ASPK09073,Asia,BWh_background,BWh oases,172.86022
ASPK09141,Asia,BWh_background,BWh oases,28.770245
ASPK09117,Asia,BWh_background,BWh oases,47.750759
ASPK09039,Asia,BWh_background,BWh oases,487.523838
ASIR07014,Asia,BWh_background,BWh oases,1683.032174
ASIR07054,Asia,BWh_background,BWh oases,323.413549
ASIR07210,Asia,BWh_background,BWh oases,33.583565
ASIR07326,Asia,BWh_background,BWh oases,12.509147
ASIR07188,Asia,BWh_background,BWh oases,45.447334
ASIR07050,Asia,BWh_background,BWh oases,376.743095
ASIR07056,Asia,BWh_background,BWh oases,314.696644
AS2F07013,Asia,BWh_background,BWh oases,1827.423609
ASIR09159,Asia,BWh_background,BWh oases,21.464236
ASIR09246,Asia,BWh_background,BWh oases,3.248158
ASIR09238,Asia,BWh_background,BWh oases,4.097713
ASIR09158,Asia,BWh_background,BWh oases,21.473253
ASIR09267,Asia,BWh_background,BWh oases,1.963818
ASIR09212,Asia,BWh_background,BWh oases,6.698162
ASIR09044,Asia,BWh_background,BWh oases,379.480102
ASIR09034,Asia,BWh_background,BWh oases,562.697213
ASIR09066,Asia,BWh_background,BWh oases,190.186602
ASIR09079,Asia,BWh_background,BWh oases,138.071878
ASIR09174,Asia,BWh_background,BWh oases,15.065836
ASIR09045,Asia,BWh_background,BWh oases,369.222296
ASIR09041,Asia,BWh_background,BWh oases,418.841007
ASPK07015,Asia,BWh_background,BWh oases,1674.633704
ASPK07064,Asia,BWh_background,BWh oases,249.068529
ASPK05014,Asia,mixed_BWh_BWk,BWh/BWk oases,96.545801
ASPK05037,Asia,non_BWh_BWk_background,non-BW oases,7.640694
ASPK09256,Asia,non_BWh_BWk_background,non-BW oases,2.729477
ASPK09261,Asia,BWk_background,BWk oases,2.470421
ASPK09006,Asia,mixed_BWh_BWk,BWh/BWk oases,3842.379293
ASIR09122,Asia,BWh_background,BWh oases,42.030829
ASIR09180,Asia,BWh_background,BWh oases,13.689012
ASIR09038,Asia,BWh_background,BWh oases,505.706243
ASIR09075,Asia,BWh_background,BWh oases,171.377939
ASIR09091,Asia,BWh_background,BWh oases,97.657321
ASIR09070,Asia,BWh_background,BWh oases,186.453025
AS2F09051,Asia,BWh_background,BWh oases,319.396838
ASIR09096,Asia,BWh_background,BWh oases,90.131255
ASIR09108,Asia,BWh_background,BWh oases,64.439957
ASIR09060,Asia,BWh_background,BWh oases,213.144678
ASIR09187,Asia,BWh_background,BWh oases,11.948772
ASIR09164,Asia,BWh_background,BWh oases,18.658627
ASIR09121,Asia,BWh_background,BWh oases,43.145704
ASIR09128,Asia,mixed_BWh_BWk,BWh/BWk oases,35.666434
ASIR09183,Asia,BWh_background,BWh oases,12.653455
ASIR09224,Asia,BWh_background,BWh oases,5.850991
ASIR09217,Asia,BWh_background,BWh oases,6.472799
ASIR09100,Asia,BWh_background,BWh oases,79.135951
ASAF09059,Asia,BWh_background,BWh oases,248.025296
ASAF09189,Asia,BWh_background,BWh oases,11.295211
ASAF09190,Asia,BWh_background,BWh oases,11.186712
ASAF09241,Asia,BWh_background,BWh oases,3.758032
ASAF09284,Asia,BWh_background,BWh oases,1.115222
ASAF09258,Asia,BWh_background,BWh oases,2.579031
ASAF09220,Asia,BWh_background,BWh oases,6.282574
ASAF09234,Asia,BWh_background,BWh oases,4.359103
ASAF09054,Asia,BWh_background,BWh oases,284.549791
ASAF09017,Asia,BWh_background,BWh oases,1263.836884
AS2E09008,Asia,BWh_background,BWh oases,2704.862108
ASPK05010,Asia,BWh_background,BWh oases,178.780718
ASPK05011,Asia,BWh_background,BWh oases,174.937584
ASPK05015,Asia,BWh_background,BWh oases,92.306531
ASPK05012,Asia,BWh_background,BWh oases,171.592693
ASPK05038,Asia,BWh_background,BWh oases,6.324261
ASPK05033,Asia,BWh_background,BWh oases,11.703905
ASPK05028,Asia,BWh_background,BWh oases,25.114971
ASPK05022,Asia,BWh_background,BWh oases,51.498191
ASPK05013,Asia,BWh_background,BWh oases,97.142203
ASPK05024,Asia,BWh_background,BWh oases,38.757285
ASPK05030,Asia,BWh_background,BWh oases,21.787582
ASPK05032,Asia,BWh_background,BWh oases,12.71536
ASPK05006,Asia,BWh_background,BWh oases,404.022175
ASPK05005,Asia,BWh_background,BWh oases,602.394043
ASPK05019,Asia,BWh_background,BWh oases,59.362651
ASPK05025,Asia,BWh_background,BWh oases,29.252759
ASPK05016,Asia,BWh_background,BWh oases,89.066256
ASPK05026,Asia,non_BWh_BWk_background,non-BW oases,28.196182
ASPK05017,Asia,mixed_BWh_BWk,BWh/BWk oases,86.855715
ASPK05008,Asia,BWh_background,BWh oases,225.932685
ASPK05023,Asia,BWh_background,BWh oases,44.038158
ASPK05004,Asia,mixed_BWh_BWk,BWh/BWk oases,1347.20139
ASPK05034,Asia,non_BWh_BWk_background,non-BW oases,9.18669
ASPK05035,Asia,non_BWh_BWk_background,non-BW oases,9.013444
ASPK05040,Asia,non_BWh_BWk_background,non-BW oases,5.063942
ASPK05031,Asia,BWk_background,BWk oases,15.663607
ASPK05039,Asia,BWk_background,BWk oases,5.220325
ASPK05018,Asia,mixed_BWh_BWk,BWh/BWk oases,75.591212
ASPK05002,Asia,mixed_BWh_BWk,BWh/BWk oases,1644.721274
ASPK05036,Asia,non_BWh_BWk_background,non-BW oases,8.485267
ASPK05042,Asia,non_BWh_BWk_background,non-BW oases,2.117619
ASPK05020,Asia,BWk_background,BWk oases,55.927384
ASPK05007,Asia,BWh_background,BWh oases,231.927045
ASPK05027,Asia,BWh_background,BWh oases,28.071543
ASPK05041,Asia,BWh_background,BWh oases,2.857837
ASPK05021,Asia,BWh_background,BWh oases,51.860821
ASPK05003,Asia,mixed_BWh_BWk,BWh/BWk oases,1411.026708
ASIR04007,Asia,non_BWh_BWk_background,non-BW oases,218.486336
ASIR04008,Asia,non_BWh_BWk_background,non-BW oases,164.741436
ASIR04026,Asia,non_BWh_BWk_background,non-BW oases,1.941223
ASIR04022,Asia,non_BWh_BWk_background,non-BW oases,3.443888
ASIR09281,Asia,non_BWh_BWk_background,non-BW oases,1.18344
ASIR04025,Asia,non_BWh_BWk_background,non-BW oases,2.801736
ASIR09287,Asia,non_BWh_BWk_background,non-BW oases,1.016105
ASIR08022,Asia,non_BWh_BWk_background,non-BW oases,33.015533
ASIR09134,Asia,non_BWh_BWk_background,non-BW oases,32.621349
ASIR09137,Asia,non_BWh_BWk_background,non-BW oases,30.591638
ASIR09194,Asia,BWh_background,BWh oases,10.334625
ASIR09074,Asia,non_BWh_BWk_background,non-BW oases,172.534869
ASIR09031,Asia,BWh_background,BWh oases,674.891439
ASIR09249,Asia,non_BWh_BWk_background,non-BW oases,3.159505
ASIR09097,Asia,non_BWh_BWk_background,non-BW oases,89.881886
ASIR09202,Asia,non_BWh_BWk_background,non-BW oases,8.625278
ASIR09263,Asia,non_BWh_BWk_background,non-BW oases,2.336062
ASIR09052,Asia,non_BWh_BWk_background,non-BW oases,290.410131
ASIR09026,Asia,BWh_background,BWh oases,767.222284
ASIR09048,Asia,non_BWh_BWk_background,non-BW oases,344.79064
ASIR09149,Asia,BWh_background,BWh oases,25.730063
ASIR09208,Asia,BWh_background,BWh oases,7.408959
ASIR09068,Asia,BWh_background,BWh oases,188.084281
ASIR09228,Asia,BWh_background,BWh oases,4.954547
ASIR09200,Asia,BWh_background,BWh oases,8.905472
ASIR09043,Asia,mixed_BWh_BWk,BWh/BWk oases,387.899306
ASIR09130,Asia,BWk_background,BWk oases,34.56345
ASIR09203,Asia,non_BWh_BWk_background,non-BW oases,8.623985
ASIR09083,Asia,mixed_BWh_BWk,BWh/BWk oases,123.114518
ASIR09056,Asia,BWh_background,BWh oases,262.51978
ASIR09150,Asia,BWh_background,BWh oases,25.279187
ASIR09076,Asia,BWh_background,BWh oases,162.175114
ASIR09132,Asia,BWh_background,BWh oases,33.90823
ASIR09027,Asia,BWh_background,BWh oases,729.181873
ASIR09199,Asia,BWk_background,BWk oases,8.936383
ASIR09123,Asia,mixed_BWh_BWk,BWh/BWk oases,41.213885
ASIR09166,Asia,BWk_background,BWk oases,17.02611
ASIR09109,Asia,non_BWh_BWk_background,non-BW oases,64.261703
ASIR09143,Asia,BWk_background,BWk oases,27.854505
ASIR09235,Asia,BWk_background,BWk oases,4.292084
ASIR09106,Asia,non_BWh_BWk_background,non-BW oases,71.761811
ASIR09271,Asia,non_BWh_BWk_background,non-BW oases,1.544488
ASIR09161,Asia,BWk_background,BWk oases,20.221296
ASIR09105,Asia,BWk_background,BWk oases,72.273283
ASIR09173,Asia,non_BWh_BWk_background,non-BW oases,15.891969
ASIR09028,Asia,non_BWh_BWk_background,non-BW oases,717.19584
ASIR09126,Asia,BWk_background,BWk oases,37.383984
ASIR09062,Asia,mixed_BWh_BWk,BWh/BWk oases,200.257806
ASIR09046,Asia,non_BWh_BWk_background,non-BW oases,351.859335
ASIR09110,Asia,BWk_background,BWk oases,61.44775
ASIR09286,Asia,BWk_background,BWk oases,1.033228
ASIR09168,Asia,mixed_BWh_BWk,BWh/BWk oases,16.360932
ASIR09216,Asia,BWh_background,BWh oases,6.538676
ASIR09116,Asia,BWh_background,BWh oases,49.483355
ASIR09065,Asia,BWh_background,BWh oases,192.854015
ASIR09177,Asia,BWh_background,BWh oases,13.924172
ASIR09215,Asia,BWh_background,BWh oases,6.556243
ASIR09093,Asia,BWh_background,BWh oases,96.031971
ASIR09160,Asia,BWh_background,BWh oases,20.946142
ASIR09021,Asia,BWh_background,BWh oases,1093.989952
ASIR09140,Asia,BWh_background,BWh oases,29.026704
ASIR09209,Asia,BWh_background,BWh oases,7.110275
ASIR09204,Asia,non_BWh_BWk_background,non-BW oases,8.608472
ASIR09233,Asia,non_BWh_BWk_background,non-BW oases,4.539339
ASIR09195,Asia,non_BWh_BWk_background,non-BW oases,10.223435
ASIR09245,Asia,BWk_background,BWk oases,3.31199
ASIR09230,Asia,BWk_background,BWk oases,4.786968
ASIR09167,Asia,BWh_background,BWh oases,16.572615
ASIR09255,Asia,non_BWh_BWk_background,non-BW oases,2.789481
ASIR08011,Asia,non_BWh_BWk_background,non-BW oases,238.12289
ASIR08019,Asia,non_BWh_BWk_background,non-BW oases,72.421506
ASIR08032,Asia,non_BWh_BWk_background,non-BW oases,6.662992
ASIR08030,Asia,non_BWh_BWk_background,non-BW oases,13.193107
ASIR08012,Asia,non_BWh_BWk_background,non-BW oases,221.813373
ASIR08013,Asia,non_BWh_BWk_background,non-BW oases,193.067923
ASIR08038,Asia,non_BWh_BWk_background,non-BW oases,1.560013
ASIR08005,Asia,non_BWh_BWk_background,non-BW oases,2854.278809
ASIR08037,Asia,non_BWh_BWk_background,non-BW oases,2.323509
ASIR08016,Asia,non_BWh_BWk_background,non-BW oases,112.662735
ASIR08034,Asia,non_BWh_BWk_background,non-BW oases,4.418635
ASIR08017,Asia,non_BWh_BWk_background,non-BW oases,102.660316
ASIR08033,Asia,non_BWh_BWk_background,non-BW oases,4.579848
ASAZ08031,Asia,non_BWh_BWk_background,non-BW oases,10.499512
ASIR08009,Asia,non_BWh_BWk_background,non-BW oases,632.64779
ASIR08008,Asia,non_BWh_BWk_background,non-BW oases,831.118243
ASIR08006,Asia,non_BWh_BWk_background,non-BW oases,2253.477954
AS4C08001,Asia,non_BWh_BWk_background,non-BW oases,6558.386775
ASAZ08027,Asia,non_BWh_BWk_background,non-BW oases,15.500461
ASAZ08025,Asia,non_BWh_BWk_background,non-BW oases,27.220403
ASIR09147,Asia,BWk_background,BWk oases,26.623953
ASIR09239,Asia,BWk_background,BWk oases,4.028692
ASIR09172,Asia,non_BWh_BWk_background,non-BW oases,16.046892
ASIR09133,Asia,non_BWh_BWk_background,non-BW oases,33.610952
ASIR09176,Asia,BWk_background,BWk oases,14.21952
ASIR09085,Asia,BWk_background,BWk oases,120.090863
ASIR08028,Asia,non_BWh_BWk_background,non-BW oases,13.794547
ASIR09222,Asia,non_BWh_BWk_background,non-BW oases,6.248791
ASIR08015,Asia,non_BWh_BWk_background,non-BW oases,136.158125
ASIR09285,Asia,non_BWh_BWk_background,non-BW oases,1.111923
ASIR09252,Asia,non_BWh_BWk_background,non-BW oases,2.872426
ASIR09254,Asia,non_BWh_BWk_background,non-BW oases,2.792264
ASIR08026,Asia,non_BWh_BWk_background,non-BW oases,16.52083
ASIR08024,Asia,non_BWh_BWk_background,non-BW oases,27.665698
ASIR09024,Asia,BWk_background,BWk oases,1013.58782
ASIR09225,Asia,non_BWh_BWk_background,non-BW oases,5.208557
ASIR09260,Asia,non_BWh_BWk_background,non-BW oases,2.486695
ASIR09198,Asia,non_BWh_BWk_background,non-BW oases,9.529939
ASIR09136,Asia,non_BWh_BWk_background,non-BW oases,31.40971
ASIR08010,Asia,non_BWh_BWk_background,non-BW oases,393.252254
ASIR09257,Asia,BWh_background,BWh oases,2.590358
ASIR09127,Asia,BWk_background,BWk oases,36.431647
ASIR09139,Asia,mixed_BWh_BWk,BWh/BWk oases,29.430398
ASIR09185,Asia,BWk_background,BWk oases,12.312703
ASIR09049,Asia,mixed_BWh_BWk,BWh/BWk oases,334.502551
ASIR09104,Asia,BWk_background,BWk oases,73.163516
ASIR09102,Asia,BWk_background,BWk oases,76.509964
ASIR09169,Asia,BWk_background,BWk oases,16.291953
ASIR09042,Asia,mixed_BWh_BWk,BWh/BWk oases,414.240148
ASIR09221,Asia,BWk_background,BWk oases,6.280959
ASIR09058,Asia,BWk_background,BWk oases,248.825773
ASIR09277,Asia,non_BWh_BWk_background,non-BW oases,1.319809
ASIR09244,Asia,non_BWh_BWk_background,non-BW oases,3.348765
ASIR09219,Asia,BWh_background,BWh oases,6.408077
ASIR09210,Asia,BWh_background,BWh oases,6.817808
ASIR09086,Asia,BWh_background,BWh oases,117.932542
ASIR09186,Asia,BWh_background,BWh oases,11.961125
ASIR09236,Asia,BWh_background,BWh oases,4.133823
ASIR09088,Asia,BWk_background,BWk oases,113.210937
ASIR09251,Asia,BWk_background,BWk oases,2.989604
ASIR09069,Asia,BWk_background,BWk oases,187.327235
ASIR09188,Asia,mixed_BWh_BWk,BWh/BWk oases,11.577267
ASIR09124,Asia,BWh_background,BWh oases,40.404344
ASIR09163,Asia,BWh_background,BWh oases,18.675703
ASIR09175,Asia,BWh_background,BWh oases,14.48125
ASIR09165,Asia,BWh_background,BWh oases,17.754963
ASAF09201,Asia,BWh_background,BWh oases,8.633208
ASAF09125,Asia,BWh_background,BWh oases,40.163221
ASAF09184,Asia,BWh_background,BWh oases,12.511753
ASAF09036,Asia,BWh_background,BWh oases,515.906042
ASAF10027,Asia,non_BWh_BWk_background,non-BW oases,84.820465
ASAF10100,Asia,non_BWh_BWk_background,non-BW oases,1.18081
ASAF10062,Asia,non_BWh_BWk_background,non-BW oases,8.492992
ASAF10066,Asia,non_BWh_BWk_background,non-BW oases,6.52423
ASAF10065,Asia,non_BWh_BWk_background,non-BW oases,6.779946
ASAF09280,Asia,non_BWh_BWk_background,non-BW oases,1.190257
ASAF10102,Asia,non_BWh_BWk_background,non-BW oases,1.123007
ASAF09262,Asia,non_BWh_BWk_background,non-BW oases,2.34781
ASIR09178,Asia,non_BWh_BWk_background,non-BW oases,13.822066
ASIR09035,Asia,BWh_background,BWh oases,553.462433
ASIR10081,Asia,non_BWh_BWk_background,non-BW oases,2.950037
ASIR10086,Asia,non_BWh_BWk_background,non-BW oases,2.605784
ASIR10072,Asia,non_BWh_BWk_background,non-BW oases,4.063302
ASIR09078,Asia,BWh_background,BWh oases,140.039122
ASIR09030,Asia,BWh_background,BWh oases,675.283548
AS2D10025,Asia,non_BWh_BWk_background,non-BW oases,100.761808
ASAF10103,Asia,non_BWh_BWk_background,non-BW oases,1.097512
ASAF10089,Asia,non_BWh_BWk_background,non-BW oases,2.091863
ASAF10035,Asia,non_BWh_BWk_background,non-BW oases,51.835514
ASIR07045,Asia,BWh_background,BWh oases,454.819679
ASIR07193,Asia,BWh_background,BWh oases,44.516345
ASIR07137,Asia,BWh_background,BWh oases,70.291304
ASIR07022,Asia,BWh_background,BWh oases,945.443091
ASIR07275,Asia,BWh_background,BWh oases,19.758564
ASIR07249,Asia,BWh_background,BWh oases,23.388225
ASIR07058,Asia,BWh_background,BWh oases,291.195043
ASIR07214,Asia,BWh_background,BWh oases,32.016308
ASIR07142,Asia,BWh_background,BWh oases,66.824618
ASIR09012,Asia,BWh_background,BWh oases,2109.026625
ASIR04005,Asia,non_BWh_BWk_background,non-BW oases,427.327699
ASIR07043,Asia,BWh_background,BWh oases,469.558367
ASIR07091,Asia,BWh_background,BWh oases,143.530226
ASIR07026,Asia,BWh_background,BWh oases,812.933271
ASIR07016,Asia,non_BWh_BWk_background,non-BW oases,1662.355474
ASIR09067,Asia,non_BWh_BWk_background,non-BW oases,189.592314
ASIR09023,Asia,mixed_BWh_BWk,BWh/BWk oases,1053.872483
ASIR07068,Asia,non_BWh_BWk_background,non-BW oases,223.351194
ASIR07041,Asia,non_BWh_BWk_background,non-BW oases,481.810781
ASIR09047,Asia,BWk_background,BWk oases,346.15786
ASIR09011,Asia,mixed_BWh_BWk,BWh/BWk oases,2360.022962
ASIR09089,Asia,BWh_background,BWh oases,111.746962
ASIR09015,Asia,BWh_background,BWh oases,1646.216973
ASIR09016,Asia,mixed_BWh_BWk,BWh/BWk oases,1568.064482
ASIR04004,Asia,non_BWh_BWk_background,non-BW oases,1967.529821
ASIR09005,Asia,mixed_BWh_BWk,BWh/BWk oases,6053.254109
ASPK05001,Asia,BWh_background,BWh oases,248188.844647
ASPK05029,Asia,non_BWh_BWk_background,non-BW oases,24.812891
ASPK09115,Asia,non_BWh_BWk_background,non-BW oases,49.686161
ASIR09113,Asia,BWh_background,BWh oases,53.469041
ASAF09040,Asia,BWh_background,BWh oases,428.15669
ASAF09002,Asia,BWh_background,BWh oases,13639.288968
ASAF09010,Asia,BWh_background,BWh oases,2540.626865
ASAF09009,Asia,BWh_background,BWh oases,2639.245362
ASPK05009,Asia,non_BWh_BWk_background,non-BW oases,225.07419
ASIR04003,Asia,non_BWh_BWk_background,non-BW oases,4044.261197
ASIR04002,Asia,non_BWh_BWk_background,non-BW oases,4349.757425
ASIR09264,Asia,non_BWh_BWk_background,non-BW oases,2.132125
ASIR09001,Asia,BWh_background,BWh oases,14349.797092
ASIR09033,Asia,non_BWh_BWk_background,non-BW oases,583.48271
ASIR08007,Asia,non_BWh_BWk_background,non-BW oases,1702.799324
ASIR09003,Asia,mixed_BWh_BWk,BWh/BWk oases,12592.696719
ASIR09114,Asia,BWh_background,BWh oases,52.245018
ASIR09080,Asia,BWh_background,BWh oases,131.600669
ASIR09037,Asia,non_BWh_BWk_background,non-BW oases,508.028461
ASIR09082,Asia,BWh_background,BWh oases,123.751877
ASIR09025,Asia,BWk_background,BWk oases,934.029732
ASIR09112,Asia,non_BWh_BWk_background,non-BW oases,53.926062
ASIR09050,Asia,BWk_background,BWk oases,321.365579
ASIR09193,Asia,non_BWh_BWk_background,non-BW oases,10.836832
AS2E10005,Asia,mixed_BWh_BWk,BWh/BWk oases,10041.304276
ASIR09111,Asia,BWh_background,BWh oases,60.221222
ASIR09004,Asia,mixed_BWh_BWk,BWh/BWk oases,9627.193557
ASIR10007,Asia,BWk_background,BWk oases,5657.704703
ASAF10009,Asia,non_BWh_BWk_background,non-BW oases,1055.754057
ASAF10017,Asia,non_BWh_BWk_background,non-BW oases,353.119583
ASAF10037,Asia,non_BWh_BWk_background,non-BW oases,48.138439
ASAF10006,Asia,BWh_background,BWh oases,5777.09855
ASIR08035,Asia,non_BWh_BWk_background,non-BW oases,3.687541
ASIR08023,Asia,non_BWh_BWk_background,non-BW oases,30.516047
ASIR08002,Asia,non_BWh_BWk_background,non-BW oases,6550.781057
ASIR08021,Asia,non_BWh_BWk_background,non-BW oases,35.435539
ASIR08003,Asia,non_BWh_BWk_background,non-BW oases,4324.577219
ASIR09020,Asia,non_BWh_BWk_background,non-BW oases,1136.427703
ASIR09071,Asia,non_BWh_BWk_background,non-BW oases,179.328613
ASIR09007,Asia,non_BWh_BWk_background,non-BW oases,3789.962656
ASIR09064,Asia,non_BWh_BWk_background,non-BW oases,198.945427
NAUS19054,North America,BWh_background,BWh oases,19.873316
NAUS19063,North America,BWh_background,BWh oases,14.980793
NAUS20014,North America,BWh_background,BWh oases,53.768113
NAUS19027,North America,BWh_background,BWh oases,143.371815
NAUS20057,North America,BWh_background,BWh oases,4.145579
NAUS20046,North America,BWh_background,BWh oases,6.474896
NAUS20053,North America,BWh_background,BWh oases,4.59683
NAUS19057,North America,BWh_background,BWh oases,17.858284
NAUS20010,North America,BWh_background,BWh oases,82.460089
NAUS19015,North America,BWh_background,BWh oases,342.651913
NAUS19020,North America,BWh_background,BWh oases,249.349543
NAUS19038,North America,BWh_background,BWh oases,56.330494
NAUS19004,North America,BWh_background,BWh oases,1234.439528
NAUS20006,North America,mixed_BWh_BWk,BWh/BWk oases,555.814194
NAUS20048,North America,BWh_background,BWh oases,6.221675
NAUS20040,North America,BWh_background,BWh oases,8.785065
NAUS19106,North America,non_BWh_BWk_background,non-BW oases,3.128673
NAUS19082,North America,BWh_background,BWh oases,7.431137
NAUS19019,North America,non_BWh_BWk_background,non-BW oases,268.967104
NAUS19024,North America,non_BWh_BWk_background,non-BW oases,163.602553
NAUS19066,North America,non_BWh_BWk_background,non-BW oases,13.219355
NAUS19032,North America,non_BWh_BWk_background,non-BW oases,107.821549
NAUS19052,North America,non_BWh_BWk_background,non-BW oases,28.020226
NAUS20016,North America,mixed_BWh_BWk,BWh/BWk oases,36.968784
NAUS20065,North America,BWh_background,BWh oases,1.114494
NAUS20059,North America,BWh_background,BWh oases,3.283895
NAUS20023,North America,BWh_background,BWh oases,19.634488
NAUS20062,North America,BWh_background,BWh oases,1.719459
NAUS20018,North America,mixed_BWh_BWk,BWh/BWk oases,34.161111
NAUS20002,North America,mixed_BWh_BWk,BWh/BWk oases,3883.688082
NAUS20061,North America,BWh_background,BWh oases,2.072106
NAUS20015,North America,mixed_BWh_BWk,BWh/BWk oases,44.416271
NAUS20029,North America,BWh_background,BWh oases,15.157965
NAUS19012,North America,BWh_background,BWh oases,401.656197
NAUS20034,North America,BWh_background,BWh oases,12.577892
NAUS20011,North America,BWh_background,BWh oases,66.946552
NAUS19109,North America,non_BWh_BWk_background,non-BW oases,2.889316
NAUS20021,North America,mixed_BWh_BWk,BWh/BWk oases,28.219045
NAUS19122,North America,BWk_background,BWk oases,1.045291
NAUS19118,North America,non_BWh_BWk_background,non-BW oases,1.498582
NAUS19018,North America,mixed_BWh_BWk,BWh/BWk oases,285.378197
NAUS19111,North America,non_BWh_BWk_background,non-BW oases,2.711845
NA2X21006,North America,BWh_background,BWh oases,347.135011
NAMX20063,North America,BWh_background,BWh oases,1.442462
NAMX20052,North America,BWh_background,BWh oases,4.909966
NAMX20039,North America,BWh_background,BWh oases,8.830428
NAMX20060,North America,BWh_background,BWh oases,2.974635
NAMX20026,North America,BWh_background,BWh oases,16.579502
NAMX20020,North America,BWh_background,BWh oases,28.429926
NAMX20064,North America,BWh_background,BWh oases,1.404149
NAMX20051,North America,BWh_background,BWh oases,5.028208
NAMX20044,North America,BWh_background,BWh oases,7.404324
NAMX20035,North America,BWh_background,BWh oases,12.265695
NAMX20019,North America,BWh_background,BWh oases,32.61181
NAMX20047,North America,BWh_background,BWh oases,6.395545
NAMX20042,North America,BWh_background,BWh oases,7.973728
NAMX20049,North America,BWh_background,BWh oases,6.138622
NAMX20058,North America,BWh_background,BWh oases,3.463013
NAMX20038,North America,BWh_background,BWh oases,9.585298
NAMX20025,North America,BWh_background,BWh oases,16.651281
NAMX20027,North America,BWh_background,BWh oases,15.92923
NAMX20024,North America,BWh_background,BWh oases,18.573509
NAMX20030,North America,BWh_background,BWh oases,14.509668
NAMX20054,North America,BWh_background,BWh oases,4.494381
NAMX20037,North America,BWh_background,BWh oases,10.336775
NAMX20036,North America,BWh_background,BWh oases,10.602405
NAMX20041,North America,BWh_background,BWh oases,8.401037
NAMX21010,North America,BWh_background,BWh oases,32.431832
NAMX21030,North America,BWh_background,BWh oases,1.40884
NAMX21026,North America,BWh_background,BWh oases,2.700945
NAMX21017,North America,BWh_background,BWh oases,9.601354
NAMX21028,North America,BWh_background,BWh oases,1.560742
NAMX21033,North America,BWh_background,BWh oases,1.030161
NAMX21019,North America,BWh_background,BWh oases,8.292603
NAMX21016,North America,BWh_background,BWh oases,14.30709
NAMX21005,North America,BWh_background,BWh oases,420.9647
NAMX21011,North America,BWh_background,BWh oases,29.6193
NAMX21025,North America,BWh_background,BWh oases,3.999764
NAMX21027,North America,BWh_background,BWh oases,2.497719
NAMX21021,North America,BWh_background,BWh oases,7.648458
NAMX21023,North America,BWh_background,BWh oases,4.68687
NAMX20050,North America,BWh_background,BWh oases,5.552845
NAMX20031,North America,BWh_background,BWh oases,13.502484
NAMX19094,North America,BWh_background,BWh oases,5.00115
NAMX19092,North America,BWh_background,BWh oases,5.64497
NAMX20032,North America,BWh_background,BWh oases,13.355805
NAMX20056,North America,BWh_background,BWh oases,4.184317
