baseline_id,OasisID,continent,exact_background_class,background_class,polygon_area_km2,pop_ssp2_2050,pop_ssp2_2080,pop_ssp5_2050,pop_ssp5_2080,futurepop_analysis_method,futurepop_analysis_valid
analysis_release_3437,ASCN12222,Asia,BWk_background,BWk oases,1.368933,5.941400051116943,1.411934018135071,6.322843074798584,1.560214996337891,nearest_valid_grid,True
analysis_release_3437,ASCN12227,Asia,BWk_background,BWk oases,1.324022,1.090054988861084,0.6861559748649597,1.106625914573669,0.70968097448349,nearest_valid_grid,True
analysis_release_3437,ASCN12125,Asia,BWk_background,BWk oases,5.965913,3.265202617014958,0.6742453693305299,3.462307549084606,0.7604277278653767,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12219,Asia,non_BWh_BWk_background,non-BW oases,1.379956,3.825943736311064,3.068638670853792,3.846344696437996,3.135118894982689,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12158,Asia,BWk_background,BWk oases,3.545244,7.597998171648018,4.304104259505372,7.727837300497787,4.524584131632329,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12156,Asia,BWk_background,BWk oases,3.599903,58.88730304108071,48.19926706982049,59.15957453898569,49.15969258766555,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12240,Asia,non_BWh_BWk_background,non-BW oases,1.235874,1.379421567659846,0.2561786416879101,1.474508086772774,0.2643322143260604,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12063,Asia,BWk_background,BWk oases,22.152354,117.7060678485179,66.80180610359433,120.2409739433397,69.95077444191458,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12008,Asia,BWk_background,BWk oases,1841.470663,189159.4976084987,132306.2776868291,191856.5098130298,136135.3182879519,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12143,Asia,BWk_background,BWk oases,4.290005,1.34236204624176,1.145907998085022,1.346488952636719,1.164839029312134,nearest_valid_grid,True
analysis_release_3437,ASCN12107,Asia,BWk_background,BWk oases,8.231158,0.1560049951076507,0.1300379931926727,0.1566099971532821,0.1324419975280761,nearest_valid_grid,True
analysis_release_3437,ASCN12188,Asia,BWk_background,BWk oases,2.16215,2.205811548262658,1.87329498785014,2.212981997384471,1.905037138486716,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12045,Asia,BWk_background,BWk oases,44.593162,3051.616015240534,2115.35834413276,3094.710963016359,2177.975952623807,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12215,Asia,BWk_background,BWk oases,1.47979,4.606254614361157,1.385176534688098,4.962386018441004,1.473075705050858,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12068,Asia,BWk_background,BWk oases,20.616107,12.68535430706823,2.316640150296712,13.56088909097796,2.579983312225254,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12226,Asia,BWk_background,BWk oases,1.328314,0.8308356605684253,0.0,0.9924627578538292,0.0,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12055,Asia,BWk_background,BWk oases,30.667077,3.818122153697974,3.093003562114723,3.836672856460447,3.157073893304114,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12041,Asia,BWk_background,BWk oases,52.865966,180.550650919848,59.71535731779925,194.9291719052523,64.82497031614906,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12054,Asia,BWk_background,BWk oases,31.119964,33.63808790137955,14.80484227204188,35.19267602890127,15.50326004330392,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12117,Asia,BWk_background,BWk oases,6.686278,11.95202678498801,1.976133998615593,12.97579231228712,2.237483112931486,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12181,Asia,BWk_background,BWk oases,2.331118,6.383171601070735,0.9577869773724595,6.965934881670095,1.127545258349134,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12245,Asia,BWk_background,BWk oases,1.137684,1.211512497961401,0.3012849481574591,1.277091722249864,0.3456978430117505,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12097,Asia,BWk_background,BWk oases,9.406917,0.0337000004947185,0.0287690013647079,0.0338030010461807,0.0292409993708133,nearest_valid_grid,True
analysis_release_3437,ASCN12124,Asia,BWk_background,BWk oases,5.976797,0.5263999856174983,0.4466299791818535,0.5281284586535655,0.4542341422653368,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12043,Asia,BWk_background,BWk oases,49.448109,23.44188598830715,15.42371839936518,23.83067036693735,15.90221630496269,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12150,Asia,BWk_background,BWk oases,3.852155,24.08790322771046,18.04301359430613,24.37104197349384,18.45222511481592,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12164,Asia,BWk_background,BWk oases,3.259841,0.8227159242919617,0.6862976862023622,0.8258846904715904,0.6989468027225438,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12147,Asia,BWk_background,BWk oases,4.017998,260.3730588826026,108.4580680290664,267.7393860018089,117.3872545069171,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12086,Asia,BWk_background,BWk oases,11.153464,51.70204051907273,29.87399864146052,52.62452568098941,31.40368084564559,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12136,Asia,BWk_background,BWk oases,4.660904,0.4395539760589599,0.3062260150909424,0.443647027015686,0.3169139921665191,nearest_valid_grid,True
analysis_release_3437,ASCN12078,Asia,BWk_background,BWk oases,14.690081,246.6691503513655,132.4048124983966,251.679408875224,138.7466210609674,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12242,Asia,BWk_background,BWk oases,1.152951,7.273535805964588,1.785846998600317,7.704467169104263,2.018765767935777,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12098,Asia,BWk_background,BWk oases,9.077965,43.9178704025949,20.2873531642821,45.16379163856785,21.69751275042338,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12231,Asia,BWk_background,BWk oases,1.298825,0.0857315387643975,0.0,0.0909673531457251,0.0,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12102,Asia,BWk_background,BWk oases,8.460102,176.6998712703551,88.7106806682504,181.8872743842058,93.42015747094489,polygon_fractional_aggregation,True
analysis_release_3437,ASCN12105,Asia,BWk_background,BWk oases,8.347041,6219.215229088884,4683.5334200435,6275.173068294613,4800.71096559564,polygon_fractional_aggregation,True
