OasisID,continent,exact_background_class,background_class,polygon_area_km2,ghsl_population_2020_persons,ghsl_population_density_persons_per_km2,ghsl_built_up_area_2020_km2,ghsl_built_up_area_fraction
ASMN14018,Asia,BWk_background,BWk oases,28.226586,0.0,0.0,0.0,0.0
ASMN14019,Asia,BWk_background,BWk oases,27.894807,0.0,0.0,0.0,0.0
ASMN16005,Asia,BWk_background,BWk oases,11.438174,156.06377,13.64411574784577,0.002746,0.0002400732844245
ASMN14016,Asia,BWk_background,BWk oases,68.591289,429.909508,6.267698337029357,0.013114,0.0001911904586018
ASMN14002,Asia,BWk_background,BWk oases,1525.327916,2296.464976,1.505554937998001,0.045307,2.970312122708177e-05
ASMN14012,Asia,BWk_background,BWk oases,258.135521,1786.142857,6.919399740417748,0.017425,6.750330187994546e-05
ASMN14006,Asia,BWk_background,BWk oases,582.532111,2250.975287,3.864122242353092,0.070105,0.0001203452971539
ASMN14017,Asia,BWk_background,BWk oases,31.933501,0.0,0.0,0.0,0.0
ASMN14015,Asia,BWk_background,BWk oases,71.627244,1267.914333,17.70156524520195,0.051812,0.0007233560459201
ASMN14005,Asia,non_BWh_BWk_background,non-BW oases,896.155424,3719.107757,4.15007001843466,0.054837,6.119139440704875e-05
ASCN11076,Asia,BWk_background,BWk oases,2.782718,87.058166,31.28529948057978,0.001278,0.000459263209567
ASCN11071,Asia,BWk_background,BWk oases,3.577564,0.0,0.0,0.0,0.0
ASCN11077,Asia,BWk_background,BWk oases,2.71442,77.448561,28.53226877196602,0.001137,0.0004188740136014
ASCN11105,Asia,BWk_background,BWk oases,1.09093,132.57451,121.5243049508218,0.001947,0.0017847157929473
ASCN11082,Asia,BWk_background,BWk oases,2.485265,1741.858799,700.8744737482723,0.015559,0.0062604993833655
ASCN11066,Asia,BWk_background,BWk oases,3.813438,148.871085,39.03854867969532,0.001329,0.0003485044204206
ASCN11043,Asia,BWk_background,BWk oases,12.490363,1863.391513,149.1863377389432,0.142108,0.0113774115291925
ASCN11044,Asia,non_BWh_BWk_background,non-BW oases,12.170231,0.0,0.0,0.0,0.0
ASCN11096,Asia,non_BWh_BWk_background,non-BW oases,1.47608,23.962662,16.23398596282044,0.001941,0.0013149693783534
ASCN11052,Asia,BWk_background,BWk oases,6.964121,2086.749491,299.6429112877275,0.167817,0.0240973699336929
ASCN11034,Asia,non_BWh_BWk_background,non-BW oases,25.743285,382.49362,14.85799578414332,0.017652,0.0006856933759619
ASCN11009,Asia,BWk_background,BWk oases,1137.389041,61101.556452,53.72089430216341,4.46979,0.0039298690587612
ASCN12239,Asia,BWk_background,BWk oases,1.258255,0.0,0.0,0.0,0.0
ASCN12217,Asia,BWk_background,BWk oases,1.411304,1597.751278,1132.109933791727,0.00045,0.0003188540527058
ASCN11103,Asia,BWk_background,BWk oases,1.183598,0.0,0.0,0.0,0.0
ASCN11023,Asia,BWk_background,BWk oases,134.797602,9821.043251,72.85770002792778,2.523656,0.0187218167278673
ASCN12011,Asia,BWk_background,BWk oases,1060.39475,241087.159546,227.356047873681,2.979118,0.0028094424269829
ASCN12023,Asia,BWk_background,BWk oases,164.445993,3200.332683,19.46129926680549,0.503068,0.0030591684894383
ASCN12069,Asia,BWk_background,BWk oases,20.43265,11263.098817,551.2304481797515,0.025774,0.0012614124942188
ASCN12019,Asia,BWk_background,BWk oases,205.633402,27568.558569,134.0665392920942,1.249615,0.006076906707987
ASCN12059,Asia,BWk_background,BWk oases,28.114105,5872.185936,208.8697447775769,0.027641,0.000983171970084
ASCN12167,Asia,BWk_background,BWk oases,2.891957,24.402841,8.43817560219602,7.3e-05,2.524242234583709e-05
ASCN12003,Asia,BWk_background,BWk oases,4599.680678,1470827.731267,319.7673565258306,29.079434,0.0063220549502675
ASCN12012,Asia,BWk_background,BWk oases,988.96755,26998.613965,27.29979761722212,1.781054,0.0018009225884105
ASCN12004,Asia,BWk_background,BWk oases,3311.269034,25450.743666,7.686099620620557,3.204429,0.0009677344145392
ASCN12001,Asia,BWk_background,BWk oases,52494.160755,3940624.889311,75.06787102860123,314.190382,0.0059852444058756
ASCN12042,Asia,BWk_background,BWk oases,52.280145,0.0,0.0,0.161289,0.0030850909078389
ASCN12028,Asia,BWk_background,BWk oases,93.781122,0.0,0.0,0.0,0.0
ASCN12024,Asia,BWk_background,BWk oases,160.862291,10220.256638,63.53419794325819,0.325164,0.0020213811327603
ASCN12168,Asia,BWk_background,BWk oases,2.879292,136.043839,47.24905949101376,0.000101,3.507806780277929e-05
ASCN11029,Asia,BWk_background,BWk oases,41.492248,7551.623212,182.0008212618415,0.400862,0.0096611299537205
ASCN11024,Asia,BWk_background,BWk oases,112.124263,4043.541007,36.06303309213278,0.106187,0.0009470474735695
ASCN11027,Asia,BWk_background,BWk oases,57.126663,9115.761818,159.5710538527343,1.417531,0.0248138246758785
ASCN11006,Asia,BWk_background,BWk oases,4191.372889,437994.635739,104.4990859411459,55.458184,0.0132315080210464
ASMN14008,Asia,BWk_background,BWk oases,387.202831,7675.193465,19.82215224299329,0.091861,0.0002372425835905
ASMN14007,Asia,BWk_background,BWk oases,560.923326,5052.221781,9.006973942460009,0.073832,0.0001316258329395
ASMN14022,Asia,BWk_background,BWk oases,11.273,1803.616845,159.9943976758627,0.022719,0.0020153464029096
ASMN14014,Asia,BWk_background,BWk oases,122.965168,2974.4387,24.18927854431102,0.052344,0.0004256815230797
ASCN12251,Asia,BWk_background,BWk oases,1.085751,14.863122,13.68925471862333,0.000805,0.0007414222966407
AS2A11019,Asia,non_BWh_BWk_background,non-BW oases,235.807442,5421.05662,22.98933644341895,1.644329,0.0069731853501044
AS2A11002,Asia,BWk_background,BWk oases,25931.909249,5379915.781431,207.4631578327948,506.283581,0.0195235752269001
ASCN12050,Asia,BWk_background,BWk oases,38.784555,1375.362406,35.46160078412657,0.161043,0.0041522456555193
ASCN11001,Asia,BWk_background,BWk oases,33508.918434,7236450.481346,215.9559549974462,513.471286,0.0153234216440421
ASCN01001,Asia,BWk_background,BWk oases,9762.301036,332424.422466,34.05185122238429,25.907546,0.0026538360069477
ASMN14013,Asia,BWk_background,BWk oases,214.021991,0.0,0.0,0.0,0.0
ASMN14004,Asia,BWk_background,BWk oases,930.245152,25971.63767,27.91913251486636,1.775463,0.0019085968856519
ASMN14011,Asia,non_BWh_BWk_background,non-BW oases,303.282782,6.949413,0.0229139714235409,6.7e-05,2.20915937126955e-07
ASMN14001,Asia,BWk_background,BWk oases,1596.96612,20175.25492,12.63348963220334,1.192001,0.0007464159602834
ASMN14003,Asia,non_BWh_BWk_background,non-BW oases,1042.317625,4685.352211,4.495129026528742,0.045296,4.345700284977912e-05
ASMN14009,Asia,non_BWh_BWk_background,non-BW oases,341.204031,1256.24888,3.681811367580239,0.014047,4.116891573300317e-05
ASCN12002,Asia,BWk_background,BWk oases,24936.264715,4789592.377911,192.073369153396,183.599252,0.0073627407351654
ASTM10083,Asia,non_BWh_BWk_background,non-BW oases,2.866476,140.674614,49.0758038790487,0.154034,0.0537363647907744
ASTM10043,Asia,mixed_BWh_BWk,BWh/BWk oases,35.664518,64.210349,1.80039862027576,0.019829,0.0005559867653335
ASTM10095,Asia,BWh_background,BWh oases,1.447709,0.0,0.0,0.0,0.0
ASTM10090,Asia,BWh_background,BWh oases,1.85555,0.0,0.0,0.0,0.0
ASTM10101,Asia,BWh_background,BWh oases,1.147667,0.0,0.0,0.0,0.0
ASTM10094,Asia,BWh_background,BWh oases,1.537038,0.072046,0.0468732718384321,2.2e-05,1.431324404471457e-05
ASTM10078,Asia,BWk_background,BWk oases,3.210093,23.506767,7.322768218864687,0.007176,0.0022354492533393
ASTM10031,Asia,BWk_background,BWk oases,61.038811,4.428903,0.0725588019727317,0.001297,2.124877563555424e-05
ASTM10054,Asia,BWh_background,BWh oases,14.753062,0.0,0.0,0.0,0.0
ASTM10085,Asia,BWk_background,BWk oases,2.652118,0.0,0.0,0.0,0.0
ASTM10071,Asia,BWk_background,BWk oases,5.097895,0.0,0.0,0.0,0.0
ASTM10093,Asia,BWk_background,BWk oases,1.592248,0.0,0.0,0.0,0.0
ASTM10011,Asia,BWk_background,BWk oases,613.635894,2.936996,0.0047862193667569,0.000879,1.432445540742765e-06
ASTM10098,Asia,BWk_background,BWk oases,1.324736,0.0,0.0,0.0,0.0
ASTM10023,Asia,BWh_background,BWh oases,109.142707,108.557945,0.9946422256138472,0.024544,0.0002248798905088
ASTM10082,Asia,BWh_background,BWh oases,2.930996,0.0,0.0,0.0,0.0
ASTM10052,Asia,BWk_background,BWk oases,17.094698,5163.344202,302.0436045141014,0.947411,0.055421335901927
ASTM10079,Asia,BWh_background,BWh oases,3.202246,189.423917,59.15345573075897,0.10689,0.033379696625431
ASUZ10047,Asia,BWk_background,BWk oases,20.906025,167.896591,8.031014552025074,0.044158,0.0021122140626924
AS2C10004,Asia,mixed_BWh_BWk,BWh/BWk oases,38467.829869,3709853.869307,96.44042520570294,369.180491,0.0095971229013236
ASTJ10051,Asia,non_BWh_BWk_background,non-BW oases,18.087242,6155.803287,340.3395214704375,0.745827,0.0412349765652496
ASTJ10096,Asia,non_BWh_BWk_background,non-BW oases,1.370272,1454.650653,1061.57803195278,0.162778,0.1187924733191658
ASTJ10092,Asia,non_BWh_BWk_background,non-BW oases,1.652466,1844.627599,1116.287777781812,0.265127,0.1604432405870983
ASTJ10024,Asia,non_BWh_BWk_background,non-BW oases,105.637134,317.731111,3.007759667164011,0.019036,0.0001802017839673
ASTJ10039,Asia,BWk_background,BWk oases,45.309445,1397.020568,30.83287751593515,0.083322,0.0018389543283966
ASTJ10041,Asia,BWk_background,BWk oases,41.068399,5214.81392,126.9787487941763,0.312276,0.0076038026220598
ASTJ10030,Asia,BWk_background,BWk oases,65.527418,827.030329,12.62113408771882,0.049297,0.0007523110402427
ASTJ10049,Asia,non_BWh_BWk_background,non-BW oases,18.806605,0.0,0.0,0.0,0.0
ASTJ10050,Asia,non_BWh_BWk_background,non-BW oases,18.153641,0.0,0.0,0.0,0.0
ASKG10073,Asia,non_BWh_BWk_background,non-BW oases,3.913376,7300.60227,1865.550938626904,0.701074,0.1791481319454098
ASKG10077,Asia,non_BWh_BWk_background,non-BW oases,3.334004,20013.90406,6002.963421759542,0.754117,0.2261895906543603
ASKG10064,Asia,non_BWh_BWk_background,non-BW oases,7.19,1397.801397,194.4090955493741,0.252497,0.035117802503477
ASKG10038,Asia,non_BWh_BWk_background,non-BW oases,45.572785,1475.062204,32.36717273258591,0.235226,0.0051615454267278
ASKG12021,Asia,non_BWh_BWk_background,non-BW oases,187.746112,2.547721,0.013570033343753,0.00047,2.503380735788553e-06
ASKG12026,Asia,non_BWh_BWk_background,non-BW oases,145.889821,23.543113,0.1613759811248243,0.004341,2.975533159369632e-05
ASKG10087,Asia,non_BWh_BWk_background,non-BW oases,2.279197,757.320284,332.2750442370713,0.104498,0.0458486036968283
ASKG10060,Asia,non_BWh_BWk_background,non-BW oases,9.139813,2145.526836,234.7451568210422,0.45511,0.0497942353962821
ASKG10097,Asia,non_BWh_BWk_background,non-BW oases,1.33453,0.0,0.0,0.0,0.0
ASKG10036,Asia,non_BWh_BWk_background,non-BW oases,50.671252,0.0,0.0,0.0,0.0
ASKG10105,Asia,non_BWh_BWk_background,non-BW oases,1.025724,0.0,0.0,0.0,0.0
ASKG10056,Asia,non_BWh_BWk_background,non-BW oases,11.052332,1122.083556,101.5245973428956,0.178943,0.016190519792565
ASKG10048,Asia,non_BWh_BWk_background,non-BW oases,20.841403,2383.699313,114.3732652259543,0.291314,0.0139776578381023
ASKG10010,Asia,non_BWh_BWk_background,non-BW oases,667.540918,53291.67221,79.83281739442374,6.694993,0.0100293372577948
ASKG10067,Asia,non_BWh_BWk_background,non-BW oases,5.872367,459.747015,78.28989826419227,0.073312,0.0124842333593932
ASKG10029,Asia,non_BWh_BWk_background,non-BW oases,68.980209,14900.840618,216.0161709280991,1.356847,0.0196700911706428
ASKG10034,Asia,non_BWh_BWk_background,non-BW oases,57.517095,1135.268091,19.73792471612136,0.182329,0.0031699966766402
ASUZ10104,Asia,BWk_background,BWk oases,1.085013,1647.473616,1518.390669973539,0.268476,0.2474403532492237
ASUZ10044,Asia,BWk_background,BWk oases,33.720485,27038.87105,801.8529700862845,3.366699,0.0998413575605451
ASUZ10057,Asia,BWk_background,BWk oases,10.498855,8894.304864,847.1690354805356,1.25937,0.1199530805978366
ASUZ10074,Asia,BWk_background,BWk oases,3.754521,0.0,0.0,0.0,0.0
ASUZ10088,Asia,BWk_background,BWk oases,2.110432,136.867915,64.85303245970495,0.04011,0.0190055874816151
ASKZ10080,Asia,non_BWh_BWk_background,non-BW oases,2.978363,0.0,0.0,0.0,0.0
ASKZ10070,Asia,non_BWh_BWk_background,non-BW oases,5.347404,122.530246,22.91396834800588,0.039285,0.0073465554500838
ASKZ10091,Asia,BWk_background,BWk oases,1.759588,0.0,0.0,0.0,0.0
ASKZ10045,Asia,BWk_background,BWk oases,32.666535,2184.304053,66.86672011586168,0.592524,0.0181385629054321
ASKZ10026,Asia,non_BWh_BWk_background,non-BW oases,94.156899,3360.047525,35.685622197477,1.075248,0.011419747372946
ASKZ10042,Asia,BWk_background,BWk oases,37.750189,2260.204308,59.8726620415066,0.680568,0.0180282011303307
ASKZ10055,Asia,non_BWh_BWk_background,non-BW oases,11.159425,5174.696576,463.7063805706835,0.957027,0.0857595261404597
ASKZ10068,Asia,non_BWh_BWk_background,non-BW oases,5.462922,9.052245,1.657033543587113,0.002904,0.0005315836469933
ASKZ10076,Asia,non_BWh_BWk_background,non-BW oases,3.434217,24.012626,6.992169102884297,0.007703,0.002243014928876
ASKZ10020,Asia,non_BWh_BWk_background,non-BW oases,284.107041,13576.168422,47.78539938403006,2.901647,0.0102132174893898
ASKG10040,Asia,non_BWh_BWk_background,non-BW oases,41.161328,7.777652,0.188955322335567,0.001455,3.534871372468838e-05
ASKG10059,Asia,non_BWh_BWk_background,non-BW oases,9.229367,6.688697,0.7247189325118397,0.001066,0.0001155008788793
ASKG10058,Asia,non_BWh_BWk_background,non-BW oases,9.380616,656.049123,69.93667825225977,0.104621,0.0111528923047271
ASKG10033,Asia,non_BWh_BWk_background,non-BW oases,58.61481,0.0,0.0,0.0,0.0
ASKG10012,Asia,non_BWh_BWk_background,non-BW oases,597.81039,62426.162589,104.4246865448424,8.057017,0.0134775459489755
ASKG10019,Asia,non_BWh_BWk_background,non-BW oases,338.498323,41943.026971,123.9091130475113,4.354055,0.0128628554534965
ASKZ10015,Asia,non_BWh_BWk_background,non-BW oases,390.848857,4759.79793,12.17810374714746,0.998078,0.0025536162691144
ASKZ10099,Asia,non_BWh_BWk_background,non-BW oases,1.184277,0.15637,0.1320383660241649,5.1e-05,4.306424932680445e-05
ASKZ10075,Asia,non_BWh_BWk_background,non-BW oases,3.649181,359.000534,98.37838517738638,0.115221,0.0315744820550145
ASKZ10016,Asia,non_BWh_BWk_background,non-BW oases,355.907734,25095.025977,70.50992035199775,3.995534,0.0112263196843033
ASKZ11049,Asia,non_BWh_BWk_background,non-BW oases,7.939129,5.830203,0.7343630516647355,0.001622,0.0002043045276125
ASKZ11090,Asia,non_BWh_BWk_background,non-BW oases,1.815901,0.0,0.0,0.0,0.0
ASKZ11018,Asia,non_BWh_BWk_background,non-BW oases,264.561966,625.417012,2.363971743391112,0.117799,0.0004452605254679
ASKZ11015,Asia,non_BWh_BWk_background,non-BW oases,290.406514,8.263514,0.028454988444233,0.002235,7.696108359332463e-06
ASKG10022,Asia,non_BWh_BWk_background,non-BW oases,145.259545,24344.972573,167.5963708477815,2.020159,0.0139072375588124
ASKG10063,Asia,non_BWh_BWk_background,non-BW oases,8.329117,1314.44067,157.8127273275186,0.209613,0.0251662931376759
ASKG10013,Asia,non_BWh_BWk_background,non-BW oases,583.690569,58083.893892,99.5114483201458,4.617453,0.0079107891153882
ASTJ10053,Asia,non_BWh_BWk_background,non-BW oases,15.783594,0.0,0.0,0.0,0.0
ASTJ10084,Asia,non_BWh_BWk_background,non-BW oases,2.692843,0.0,0.0,0.0,0.0
ASTJ10061,Asia,non_BWh_BWk_background,non-BW oases,8.720387,0.0,0.0,0.0,0.0
ASTJ10046,Asia,non_BWh_BWk_background,non-BW oases,29.68486,1038.466094,34.98302144594922,0.061908,0.0020855075617671
ASKG10069,Asia,non_BWh_BWk_background,non-BW oases,5.402765,4590.47868,849.6535903375402,0.627057,0.1160622385019522
ASKG10018,Asia,non_BWh_BWk_background,non-BW oases,345.925358,25649.065086,74.14624135765149,3.89363,0.0112556940679671
ASKG10008,Asia,BWk_background,BWk oases,3179.820314,420150.637877,132.1303081269013,59.974627,0.0188610113395231
ASKZ11012,Asia,BWk_background,BWk oases,470.439731,6350.180633,13.49839355511408,1.2372,0.0026298799154784
ASKZ11010,Asia,non_BWh_BWk_background,non-BW oases,904.539036,50780.356026,56.13948542293757,7.265364,0.008032117698456
ASKZ11003,Asia,BWk_background,BWk oases,9035.165661,29423.556084,3.256559667854883,5.995945,0.0006636231392946
ASKZ11004,Asia,non_BWh_BWk_background,non-BW oases,6790.664953,71535.455605,10.53438155175022,12.273185,0.0018073612945044
ASKZ11007,Asia,non_BWh_BWk_background,non-BW oases,2698.650055,320160.060732,118.6371164126354,38.32459,0.0142013929998048
ASKZ11008,Asia,non_BWh_BWk_background,non-BW oases,1533.743648,9745.983353,6.354375690949887,1.163722,0.0007587460926195
AS2B10014,Asia,BWk_background,BWk oases,523.939966,22368.821129,42.69348127758591,4.222616,0.0080593508302819
AS2B10003,Asia,BWk_background,BWk oases,42585.804304,4936407.34197,115.9167338188875,599.095184,0.0140679551270968
AS4B10028,Asia,BWh_background,BWh oases,75.596623,490.702922,6.491069343137194,0.112245,0.0014847885467053
AS4B10021,Asia,BWk_background,BWk oases,247.383794,104.877506,0.4239465500314867,0.023696,9.578638768875864e-05
AS4B10002,Asia,mixed_BWh_BWk,BWh/BWk oases,62143.920179,22019928.888528,354.3376218478263,2086.121831,0.0335692023449938
AS4A10001,Asia,BWk_background,BWk oases,123091.719421,28803117.985522,233.997202419516,3085.43947,0.0250661822299121
AS2G08014,Asia,non_BWh_BWk_background,non-BW oases,185.414388,63305.837445,341.4289372462292,4.054298,0.0218661455765773
AS2G08018,Asia,non_BWh_BWk_background,non-BW oases,82.795061,28128.517923,339.7366652462518,1.229672,0.0148519970291464
ASIR07081,Asia,BWh_background,BWh oases,179.817068,5082.505798,28.26486859412033,1.237557,0.0068823110829501
ASIR07123,Asia,BWh_background,BWh oases,84.59262,10252.225345,121.1952691026712,1.343004,0.0158761367126352
ASIR07171,Asia,BWh_background,BWh oases,52.124863,4959.126466,95.13936690826412,0.734579,0.0140926797256042
ASIR07157,Asia,BWh_background,BWh oases,59.680249,13675.866594,229.1523045421609,1.213424,0.0203320867511796
ASIR07452,Asia,BWh_background,BWh oases,2.288291,601.332145,262.7865708513471,0.059986,0.0262143232657035
ASIR07333,Asia,BWh_background,BWh oases,11.12422,564.094977,50.7087217800439,0.155995,0.0140230056579247
ASIR07242,Asia,BWh_background,BWh oases,24.329538,3074.628963,126.3743258503306,0.335385,0.0137850953026728
ASIR07377,Asia,BWh_background,BWh oases,6.282838,85.209144,13.56220612404776,0.033044,0.0052594066566733
ASIR07182,Asia,BWh_background,BWh oases,49.273501,9127.701412,185.2456437386091,1.040778,0.021122469052889
ASIR07289,Asia,BWh_background,BWh oases,17.016633,1429.947918,84.03236515707897,0.260189,0.0152902751090653
ASIR07367,Asia,BWh_background,BWh oases,6.973863,523.266277,75.03248586902266,0.125151,0.0179457210444197
ASIR07255,Asia,BWh_background,BWh oases,22.729647,4864.351346,214.0091021211196,0.499238,0.0219641774463105
ASIR07206,Asia,BWh_background,BWh oases,37.450388,3808.073519,101.6831526284855,0.395523,0.0105612523961033
ASIR07455,Asia,BWh_background,BWh oases,2.161813,0.0,0.0,0.0,0.0
ASIR07263,Asia,BWh_background,BWh oases,21.893273,2545.324597,116.2605790828991,0.313184,0.0143050333314712
ASIR07074,Asia,BWh_background,BWh oases,202.907098,10465.340383,51.5770048763893,1.606284,0.0079163519454602
ASIR07266,Asia,BWh_background,BWh oases,21.287616,10.848119,0.5095976458801211,0.004206,0.0001975796632182
ASIR07209,Asia,BWh_background,BWh oases,34.784688,69751.671031,2005.240668854066,0.411547,0.0118312689767405
ASIR07318,Asia,BWh_background,BWh oases,13.46622,2018.717882,149.9097654724191,0.024469,0.0018170652194899
ASIR07445,Asia,BWh_background,BWh oases,2.804333,24539.754639,8750.656444509264,0.141745,0.0505449959045519
ASIR07438,Asia,BWh_background,BWh oases,3.15274,0.054658,0.0173366658842784,2.1e-05,6.660872764642818e-06
ASIR07391,Asia,BWh_background,BWh oases,5.355585,0.0,0.0,0.0,0.0
ASIR07020,Asia,BWh_background,BWh oases,1015.495875,112498.384231,110.7817244762319,17.526932,0.017259481236199
ASIR07066,Asia,BWh_background,BWh oases,238.086617,25536.122319,107.2555973148209,4.486177,0.0188426256650956
ASIR07370,Asia,BWh_background,BWh oases,6.794144,0.110439,0.0162550278592858,3.1e-05,4.562752864820057e-06
ASIR07321,Asia,BWh_background,BWh oases,13.090994,568.898764,43.45726260358839,0.094423,0.0072128212723953
ASIR07057,Asia,BWh_background,BWh oases,310.156176,106115.103716,342.1344210666306,10.635157,0.0342896831433722
ASIR07220,Asia,BWh_background,BWh oases,30.588695,460.722777,15.06186442409524,0.077531,0.0025346292151397
ASIR07456,Asia,BWh_background,BWh oases,2.156926,0.0,0.0,0.0,0.0
ASIR07113,Asia,BWh_background,BWh oases,93.296249,7191.401256,77.08135464267164,0.844511,0.0090519287651103
ASIR07235,Asia,BWh_background,BWh oases,25.984923,0.0,0.0,0.0,0.0
ASIR07148,Asia,non_BWh_BWk_background,non-BW oases,64.409572,44420.25494,689.6530059227842,4.296262,0.066702228668745
ASIR07243,Asia,BWh_background,BWh oases,24.295535,1558.005965,64.12725486390812,0.47836,0.0196892144997012
ASIR07088,Asia,BWh_background,BWh oases,150.192741,4639.095568,30.88761505457844,0.585342,0.0038972722390092
ASIR07466,Asia,BWh_background,BWh oases,1.909679,1535.094018,803.8492427261336,0.150941,0.0790399852540662
ASIR07285,Asia,BWh_background,BWh oases,17.531407,457.716309,26.10836135399743,0.129298,0.0073752209391978
ASIR07291,Asia,BWh_background,BWh oases,16.73368,4.475874,0.2674769686046345,0.000712,4.254891930525742e-05
ASIR07204,Asia,BWh_background,BWh oases,37.901481,2116.9352,55.85362746115383,0.336515,0.0088786767989356
ASIR07316,Asia,BWh_background,BWh oases,13.536968,1139.376571,84.16778195826421,0.181213,0.0133865279137839
ASIR07361,Asia,BWh_background,BWh oases,7.741908,586.364691,75.73904146109719,0.093262,0.0120463844313313
ASIR07398,Asia,BWh_background,BWh oases,5.081691,156.396605,30.77648857437416,0.024877,0.0048954176867503
ASIR07460,Asia,BWh_background,BWh oases,2.101004,0.0,0.0,0.0,0.0
ASIR07430,Asia,BWh_background,BWh oases,3.450513,325.665124,94.38165397435104,0.051799,0.0150119706837794
ASIR07439,Asia,BWh_background,BWh oases,3.147373,108.771292,34.55939032329501,0.017299,0.0054963297963094
ASIR07145,Asia,BWh_background,BWh oases,66.323707,803.424537,12.11368563883198,0.219041,0.0033026049041559
ASIR07288,Asia,BWh_background,BWh oases,17.194874,0.0,0.0,0.0,0.0
ASIR07322,Asia,BWh_background,BWh oases,13.086794,18071.46008,1380.892835938275,1.059064,0.0809261611361805
ASIR07414,Asia,BWh_background,BWh oases,4.103625,16.239165,3.957273142648268,0.00165,0.0004020835237137
ASIR07092,Asia,BWh_background,BWh oases,141.061997,0.0,0.0,0.0,0.0
ASIR07251,Asia,BWh_background,BWh oases,23.305413,17.12866,0.7349648770438009,0.00174,7.466076657813359e-05
ASIR07272,Asia,BWh_background,BWh oases,19.992438,5.927335,0.2964788486526756,0.000602,3.011138511471188e-05
ASIR07295,Asia,BWh_background,BWh oases,16.089432,63.173741,3.926412131888808,0.006419,0.0003989575269033
ASIR07262,Asia,BWh_background,BWh oases,21.935605,3160.855632,144.0970345700517,0.244224,0.0111336796956363
ASIR07202,Asia,BWh_background,BWh oases,39.804117,36.433824,0.915328030012574,0.003698,9.29049625695754e-05
ASIR07307,Asia,BWh_background,BWh oases,15.050313,96.250316,6.395236829958288,0.009777,0.0006496210411039
ASIR07359,Asia,BWh_background,BWh oases,7.874838,115.634195,14.68400937263725,0.011744,0.0014913322661367
ASIR07483,Asia,BWh_background,BWh oases,1.197162,154.50731,129.0613216924693,0.001819,0.0015194267776625
ASIR07230,Asia,BWh_background,BWh oases,26.863393,2402.903248,89.44898539063924,0.029683,0.0011049609407121
ASIR07349,Asia,BWh_background,BWh oases,9.209201,3.662597,0.3977106157200825,4.3e-05,4.669243292659157e-06
ASIR07181,Asia,BWh_background,BWh oases,49.592019,13675.490812,275.7599123358942,0.161267,0.0032518740565896
ASIR07160,Asia,BWh_background,BWh oases,57.641611,164664.367729,2856.692671705515,1.447724,0.0251159531262927
ASIR07197,Asia,BWh_background,BWh oases,42.16582,55343.493822,1312.520278794531,0.650934,0.015437479930427
ASIR07404,Asia,BWh_background,BWh oases,4.773323,1435.647001,300.7646876190863,0.15011,0.031447693776432
ASIR07360,Asia,BWh_background,BWh oases,7.874273,359.870566,45.70206874971188,0.046684,0.0059286743042818
ASIR07062,Asia,BWh_background,BWh oases,254.407604,8913.131353,35.03484649381785,0.851115,0.0033454778340666
ASIR07038,Asia,BWh_background,BWh oases,508.93327,106905.784312,210.0585491532122,6.07169,0.0119302281023993
ASIR09146,Asia,BWh_background,BWh oases,26.951266,254.466053,9.441710567511002,0.011629,0.00043148251366
ASIR09266,Asia,BWh_background,BWh oases,2.015,5.818317,2.88750223325062,0.000266,0.0001320099255583
ASIR09061,Asia,BWh_background,BWh oases,202.355646,2216.918674,10.95555630802612,0.101325,0.0005007273184757
ASIR07069,Asia,BWh_background,BWh oases,220.19564,48197.527436,218.8850216834448,2.725814,0.0123790552801136
ASIR09090,Asia,BWh_background,BWh oases,102.702263,57163.404791,556.593429601449,1.868971,0.0181979534375011
ASIR07170,Asia,BWh_background,BWh oases,52.589611,4943.238899,93.99649103698448,0.371865,0.0070710734102977
ASIR09182,Asia,BWh_background,BWh oases,12.697731,0.0,0.0,0.0,0.0
ASIR09226,Asia,BWh_background,BWh oases,5.136497,0.0,0.0,0.0,0.0
ASIR07017,Asia,BWh_background,BWh oases,1555.965881,637275.986176,409.5693832093738,40.97978,0.0263371970429472
ASIR07332,Asia,BWh_background,BWh oases,11.288533,1506.169997,133.4247768952795,0.175154,0.0155160993904168
ASIR07417,Asia,BWh_background,BWh oases,3.987092,0.0,0.0,0.0,0.0
ASIR07190,Asia,BWh_background,BWh oases,44.87476,706.322688,15.73986552797162,0.204408,0.0045550772862072
ASIR07305,Asia,BWh_background,BWh oases,15.256258,0.0,0.0,0.0,0.0
ASIR07292,Asia,BWh_background,BWh oases,16.648248,1.066902,0.0640849415506064,0.000237,1.423573219236042e-05
ASIR07086,Asia,BWh_background,BWh oases,162.957386,1490.748119,9.148085616689997,0.356382,0.0021869643883462
ASIR07293,Asia,BWh_background,BWh oases,16.50433,482.999417,29.26501209076648,0.107556,0.0065168352789843
ASIR07372,Asia,BWh_background,BWh oases,6.52178,514.067096,78.82312742840145,0.069416,0.0106437199660215
ASIR07094,Asia,BWh_background,BWh oases,134.774509,1416.130265,10.50740437125243,0.309249,0.0022945659553469
ASIR07025,Asia,BWh_background,BWh oases,841.323329,29175.780207,34.67843955031942,3.73825,0.0044432976849023
ASIR07270,Asia,BWh_background,BWh oases,20.601686,3.870663,0.1878808850887252,0.000861,4.179269599585199e-05
ASIR07329,Asia,BWh_background,BWh oases,11.795969,4081.172739,345.9802869098758,0.370731,0.0314286176913486
