baseline_id,exact_background_class,class_label_en,feature_count,aridity_index_scaled,global_aridity_et0_annual_mm,global_aridity_et0_annual_sd_mm,terraclimate_ppt_1991_2020_mean_annual_mm,terraclimate_pet_1991_2020_mean_annual_mm,terraclimate_aet_1991_2020_mean_annual_mm,terraclimate_def_1991_2020_mean_annual_mm,terraclimate_soil_1991_2020_mean_monthly_mm,terraclimate_ppt_minus_pet_1991_2020_mean_annual_mm,jrc_ever_water_fraction_pct,jrc_permanent_water_fraction_pct,jrc_seasonal_water_fraction_pct,jrc_occurrence_area_weighted_pct,jrc_recurrence_area_weighted_pct,jrc_ever_water_area_km2,jrc_permanent_water_area_km2,jrc_seasonal_water_area_km2
analysis_release_3437,BWh_background,BWh oases,1822,0.1168416202239974,2137.913493994295,70.95170662070174,115.05429747862462,2066.284097896149,105.50318778193233,1960.7809124304024,1.1160625855187676,-1951.229800417524,9.043643913770524,1.314896438066912,2.785122236732986,0.9970912867684364,5.598279449810709,114436.71928557756,16638.474049553028,35242.459192331255
analysis_release_3437,BWk_background,BWk oases,742,0.1416729597132434,1331.1241687810934,71.74758220844916,127.20268231065386,1256.731630683642,120.21359183310403,1136.5180491861038,1.1901303740253233,-1129.528948372988,10.273453657087044,1.2504161436138153,3.528054769264207,1.1797496380461816,6.976583088360222,55798.05722021689,6791.366745720988,19161.87179718889
analysis_release_3437,mixed_BWh_BWk,BWh/BWk oases,131,0.1573304383530168,1672.788528497409,75.78295290618938,154.87041319185815,1630.6175989534645,144.26916435449144,1486.3484382934769,2.1029018253500973,-1475.7471857616065,3.999431452202172,0.4983198932503224,1.3501622694904398,0.4700052536205742,2.8180836101175637,12832.034987808953,1598.8418308278378,4331.948100218387
analysis_release_3437,non_BWh_BWk_background,non-BW oases,742,0.2294554646559626,1398.9120739160337,68.34119831250815,253.253053630564,1289.6324828336608,230.3194817979232,1059.313012054182,6.667746097399719,-1036.379429203097,3.4222612191463204,0.7253713241206875,0.9180679420450998,0.7233321985496262,2.406703358049708,4903.124495117485,1039.2502733146518,1315.329580816247
